,geometry,Salix caprea,Salix viminalis,Arum italicum,Torilis japonica,Typha latifolia,Viola palustris,Carex flava,Corynephorus canescens,Cotoneaster divaricatus,Dactylorhiza fuchsii
217,"POLYGON ((968433.4348778214 7776684.861747535, 968433.4348778214 7786684.861747535, 958433.4348778214 7786684.861747535, 958433.4348778214 7776684.861747535, 968433.4348778214 7776684.861747535))",False,False,False,False,False,False,False,False,False,False
218,"POLYGON ((978433.4348778214 7336684.861747535, 978433.4348778214 7346684.861747535, 968433.4348778214 7346684.861747535, 968433.4348778214 7336684.861747535, 978433.4348778214 7336684.861747535))",False,False,False,False,False,False,False,False,False,False
219,"POLYGON ((978433.4348778214 7346684.861747535, 978433.4348778214 7356684.861747535, 968433.4348778214 7356684.861747535, 968433.4348778214 7346684.861747535, 978433.4348778214 7346684.861747535))",False,False,False,False,False,False,False,False,False,False
220,"POLYGON ((978433.4348778214 7356684.861747535, 978433.4348778214 7366684.861747535, 968433.4348778214 7366684.861747535, 968433.4348778214 7356684.861747535, 978433.4348778214 7356684.861747535))",False,False,False,False,False,False,False,False,False,False
221,"POLYGON ((978433.4348778214 7366684.861747535, 978433.4348778214 7376684.861747535, 968433.4348778214 7376684.861747535, 968433.4348778214 7366684.861747535, 978433.4348778214 7366684.861747535))",False,False,False,False,False,False,False,False,False,False
222,"POLYGON ((978433.4348778214 7376684.861747535, 978433.4348778214 7386684.861747535, 968433.4348778214 7386684.861747535, 968433.4348778214 7376684.861747535, 978433.4348778214 7376684.861747535))",False,False,False,False,False,False,False,False,False,False
223,"POLYGON ((978433.4348778214 7386684.861747535, 978433.4348778214 7396684.861747535, 968433.4348778214 7396684.861747535, 968433.4348778214 7386684.861747535, 978433.4348778214 7386684.861747535))",False,False,False,False,False,False,False,False,False,False
224,"POLYGON ((978433.4348778214 7396684.861747535, 978433.4348778214 7406684.861747535, 968433.4348778214 7406684.861747535, 968433.4348778214 7396684.861747535, 978433.4348778214 7396684.861747535))",False,False,False,False,False,False,False,False,False,False
225,"POLYGON ((978433.4348778214 7406684.861747535, 978433.4348778214 7416684.861747535, 968433.4348778214 7416684.861747535, 968433.4348778214 7406684.861747535, 978433.4348778214 7406684.861747535))",False,False,False,False,False,False,False,False,False,False
226,"POLYGON ((978433.4348778214 7416684.861747535, 978433.4348778214 7426684.861747535, 968433.4348778214 7426684.861747535, 968433.4348778214 7416684.861747535, 978433.4348778214 7416684.861747535))",False,False,False,False,False,False,False,False,False,False
227,"POLYGON ((978433.4348778214 7426684.861747535, 978433.4348778214 7436684.861747535, 968433.4348778214 7436684.861747535, 968433.4348778214 7426684.861747535, 978433.4348778214 7426684.861747535))",False,False,False,False,False,False,False,False,False,False
228,"POLYGON ((978433.4348778214 7436684.861747535, 978433.4348778214 7446684.861747535, 968433.4348778214 7446684.861747535, 968433.4348778214 7436684.861747535, 978433.4348778214 7436684.861747535))",False,False,False,False,False,False,False,False,False,False
229,"POLYGON ((978433.4348778214 7446684.861747535, 978433.4348778214 7456684.861747535, 968433.4348778214 7456684.861747535, 968433.4348778214 7446684.861747535, 978433.4348778214 7446684.861747535))",False,False,False,False,False,False,False,False,False,False
230,"POLYGON ((978433.4348778214 7456684.861747535, 978433.4348778214 7466684.861747535, 968433.4348778214 7466684.861747535, 968433.4348778214 7456684.861747535, 978433.4348778214 7456684.861747535))",False,False,False,False,False,False,False,False,False,False
231,"POLYGON ((978433.4348778214 7466684.861747535, 978433.4348778214 7476684.861747535, 968433.4348778214 7476684.861747535, 968433.4348778214 7466684.861747535, 978433.4348778214 7466684.861747535))",False,False,False,False,False,False,False,False,False,False
232,"POLYGON ((978433.4348778214 7476684.861747535, 978433.4348778214 7486684.861747535, 968433.4348778214 7486684.861747535, 968433.4348778214 7476684.861747535, 978433.4348778214 7476684.861747535))",False,False,False,False,False,False,False,False,False,False
233,"POLYGON ((978433.4348778214 7486684.861747535, 978433.4348778214 7496684.861747535, 968433.4348778214 7496684.861747535, 968433.4348778214 7486684.861747535, 978433.4348778214 7486684.861747535))",False,False,False,False,False,False,False,False,False,False
234,"POLYGON ((978433.4348778214 7496684.861747535, 978433.4348778214 7506684.861747535, 968433.4348778214 7506684.861747535, 968433.4348778214 7496684.861747535, 978433.4348778214 7496684.861747535))",False,False,False,False,False,False,False,False,False,False
235,"POLYGON ((978433.4348778214 7506684.861747535, 978433.4348778214 7516684.861747535, 968433.4348778214 7516684.861747535, 968433.4348778214 7506684.861747535, 978433.4348778214 7506684.861747535))",False,False,False,False,False,False,False,False,False,False
236,"POLYGON ((978433.4348778214 7516684.861747535, 978433.4348778214 7526684.861747535, 968433.4348778214 7526684.861747535, 968433.4348778214 7516684.861747535, 978433.4348778214 7516684.861747535))",False,False,False,False,False,False,False,False,False,False
237,"POLYGON ((978433.4348778214 7526684.861747535, 978433.4348778214 7536684.861747535, 968433.4348778214 7536684.861747535, 968433.4348778214 7526684.861747535, 978433.4348778214 7526684.861747535))",False,False,False,False,False,False,False,False,False,False
238,"POLYGON ((978433.4348778214 7536684.861747535, 978433.4348778214 7546684.861747535, 968433.4348778214 7546684.861747535, 968433.4348778214 7536684.861747535, 978433.4348778214 7536684.861747535))",False,False,False,False,False,False,False,False,False,False
239,"POLYGON ((978433.4348778214 7546684.861747535, 978433.4348778214 7556684.861747535, 968433.4348778214 7556684.861747535, 968433.4348778214 7546684.861747535, 978433.4348778214 7546684.861747535))",False,False,False,False,False,False,False,False,False,False
240,"POLYGON ((978433.4348778214 7556684.861747535, 978433.4348778214 7566684.861747535, 968433.4348778214 7566684.861747535, 968433.4348778214 7556684.861747535, 978433.4348778214 7556684.861747535))",False,False,False,False,False,False,False,False,False,False
241,"POLYGON ((978433.4348778214 7566684.861747535, 978433.4348778214 7576684.861747535, 968433.4348778214 7576684.861747535, 968433.4348778214 7566684.861747535, 978433.4348778214 7566684.861747535))",False,False,False,False,False,False,False,False,False,False
242,"POLYGON ((978433.4348778214 7576684.861747535, 978433.4348778214 7586684.861747535, 968433.4348778214 7586684.861747535, 968433.4348778214 7576684.861747535, 978433.4348778214 7576684.861747535))",False,False,False,False,False,False,False,False,False,False
243,"POLYGON ((978433.4348778214 7586684.861747535, 978433.4348778214 7596684.861747535, 968433.4348778214 7596684.861747535, 968433.4348778214 7586684.861747535, 978433.4348778214 7586684.861747535))",False,False,False,False,False,False,False,False,False,False
244,"POLYGON ((978433.4348778214 7596684.861747535, 978433.4348778214 7606684.861747535, 968433.4348778214 7606684.861747535, 968433.4348778214 7596684.861747535, 978433.4348778214 7596684.861747535))",False,False,False,False,False,False,False,False,False,False
245,"POLYGON ((978433.4348778214 7606684.861747535, 978433.4348778214 7616684.861747535, 968433.4348778214 7616684.861747535, 968433.4348778214 7606684.861747535, 978433.4348778214 7606684.861747535))",False,False,False,False,False,False,False,False,False,False
246,"POLYGON ((978433.4348778214 7616684.861747535, 978433.4348778214 7626684.861747535, 968433.4348778214 7626684.861747535, 968433.4348778214 7616684.861747535, 978433.4348778214 7616684.861747535))",False,False,False,False,False,False,False,False,False,False
247,"POLYGON ((978433.4348778214 7626684.861747535, 978433.4348778214 7636684.861747535, 968433.4348778214 7636684.861747535, 968433.4348778214 7626684.861747535, 978433.4348778214 7626684.861747535))",False,False,False,False,False,False,False,False,False,False
248,"POLYGON ((978433.4348778214 7636684.861747535, 978433.4348778214 7646684.861747535, 968433.4348778214 7646684.861747535, 968433.4348778214 7636684.861747535, 978433.4348778214 7636684.861747535))",False,False,False,False,False,False,False,False,False,False
249,"POLYGON ((978433.4348778214 7646684.861747535, 978433.4348778214 7656684.861747535, 968433.4348778214 7656684.861747535, 968433.4348778214 7646684.861747535, 978433.4348778214 7646684.861747535))",False,False,False,False,False,False,False,False,False,False
250,"POLYGON ((978433.4348778214 7656684.861747535, 978433.4348778214 7666684.861747535, 968433.4348778214 7666684.861747535, 968433.4348778214 7656684.861747535, 978433.4348778214 7656684.861747535))",False,False,False,False,False,False,False,False,False,False
251,"POLYGON ((978433.4348778214 7666684.861747535, 978433.4348778214 7676684.861747535, 968433.4348778214 7676684.861747535, 968433.4348778214 7666684.861747535, 978433.4348778214 7666684.861747535))",False,False,False,False,False,False,False,False,False,False
252,"POLYGON ((978433.4348778214 7676684.861747535, 978433.4348778214 7686684.861747535, 968433.4348778214 7686684.861747535, 968433.4348778214 7676684.861747535, 978433.4348778214 7676684.861747535))",False,False,False,False,False,False,False,False,False,False
253,"POLYGON ((978433.4348778214 7686684.861747535, 978433.4348778214 7696684.861747535, 968433.4348778214 7696684.861747535, 968433.4348778214 7686684.861747535, 978433.4348778214 7686684.861747535))",False,False,False,False,False,False,False,False,False,False
254,"POLYGON ((978433.4348778214 7696684.861747535, 978433.4348778214 7706684.861747535, 968433.4348778214 7706684.861747535, 968433.4348778214 7696684.861747535, 978433.4348778214 7696684.861747535))",False,False,False,False,False,False,False,False,False,False
255,"POLYGON ((978433.4348778214 7706684.861747535, 978433.4348778214 7716684.861747535, 968433.4348778214 7716684.861747535, 968433.4348778214 7706684.861747535, 978433.4348778214 7706684.861747535))",False,False,False,False,False,False,False,False,False,False
256,"POLYGON ((978433.4348778214 7716684.861747535, 978433.4348778214 7726684.861747535, 968433.4348778214 7726684.861747535, 968433.4348778214 7716684.861747535, 978433.4348778214 7716684.861747535))",False,False,False,False,False,False,False,False,False,False
257,"POLYGON ((978433.4348778214 7726684.861747535, 978433.4348778214 7736684.861747535, 968433.4348778214 7736684.861747535, 968433.4348778214 7726684.861747535, 978433.4348778214 7726684.861747535))",False,False,False,False,False,False,False,False,False,False
258,"POLYGON ((978433.4348778214 7736684.861747535, 978433.4348778214 7746684.861747535, 968433.4348778214 7746684.861747535, 968433.4348778214 7736684.861747535, 978433.4348778214 7736684.861747535))",False,False,False,False,False,False,False,False,False,False
259,"POLYGON ((978433.4348778214 7746684.861747535, 978433.4348778214 7756684.861747535, 968433.4348778214 7756684.861747535, 968433.4348778214 7746684.861747535, 978433.4348778214 7746684.861747535))",False,False,False,False,False,False,False,False,False,False
260,"POLYGON ((978433.4348778214 7756684.861747535, 978433.4348778214 7766684.861747535, 968433.4348778214 7766684.861747535, 968433.4348778214 7756684.861747535, 978433.4348778214 7756684.861747535))",False,False,False,False,False,False,False,False,False,False
261,"POLYGON ((978433.4348778214 7766684.861747535, 978433.4348778214 7776684.861747535, 968433.4348778214 7776684.861747535, 968433.4348778214 7766684.861747535, 978433.4348778214 7766684.861747535))",False,False,False,False,False,False,False,False,False,False
262,"POLYGON ((978433.4348778214 7776684.861747535, 978433.4348778214 7786684.861747535, 968433.4348778214 7786684.861747535, 968433.4348778214 7776684.861747535, 978433.4348778214 7776684.861747535))",False,False,False,False,False,False,False,False,False,False
263,"POLYGON ((988433.4348778214 7336684.861747535, 988433.4348778214 7346684.861747535, 978433.4348778214 7346684.861747535, 978433.4348778214 7336684.861747535, 988433.4348778214 7336684.861747535))",False,False,False,False,False,False,False,False,False,False
264,"POLYGON ((988433.4348778214 7346684.861747535, 988433.4348778214 7356684.861747535, 978433.4348778214 7356684.861747535, 978433.4348778214 7346684.861747535, 988433.4348778214 7346684.861747535))",False,False,False,False,False,False,False,False,False,False
265,"POLYGON ((988433.4348778214 7356684.861747535, 988433.4348778214 7366684.861747535, 978433.4348778214 7366684.861747535, 978433.4348778214 7356684.861747535, 988433.4348778214 7356684.861747535))",False,False,False,False,False,False,False,False,False,False
266,"POLYGON ((988433.4348778214 7366684.861747535, 988433.4348778214 7376684.861747535, 978433.4348778214 7376684.861747535, 978433.4348778214 7366684.861747535, 988433.4348778214 7366684.861747535))",False,False,False,False,False,False,False,False,False,False
267,"POLYGON ((988433.4348778214 7376684.861747535, 988433.4348778214 7386684.861747535, 978433.4348778214 7386684.861747535, 978433.4348778214 7376684.861747535, 988433.4348778214 7376684.861747535))",False,False,False,False,False,False,False,False,False,False
268,"POLYGON ((988433.4348778214 7386684.861747535, 988433.4348778214 7396684.861747535, 978433.4348778214 7396684.861747535, 978433.4348778214 7386684.861747535, 988433.4348778214 7386684.861747535))",False,False,False,False,False,False,False,False,False,False
269,"POLYGON ((988433.4348778214 7396684.861747535, 988433.4348778214 7406684.861747535, 978433.4348778214 7406684.861747535, 978433.4348778214 7396684.861747535, 988433.4348778214 7396684.861747535))",False,False,False,False,False,False,False,False,False,False
270,"POLYGON ((988433.4348778214 7406684.861747535, 988433.4348778214 7416684.861747535, 978433.4348778214 7416684.861747535, 978433.4348778214 7406684.861747535, 988433.4348778214 7406684.861747535))",False,False,False,False,False,False,False,False,False,False
271,"POLYGON ((988433.4348778214 7416684.861747535, 988433.4348778214 7426684.861747535, 978433.4348778214 7426684.861747535, 978433.4348778214 7416684.861747535, 988433.4348778214 7416684.861747535))",False,False,False,False,False,False,False,False,False,False
272,"POLYGON ((988433.4348778214 7426684.861747535, 988433.4348778214 7436684.861747535, 978433.4348778214 7436684.861747535, 978433.4348778214 7426684.861747535, 988433.4348778214 7426684.861747535))",False,False,False,False,False,False,False,False,False,False
273,"POLYGON ((988433.4348778214 7436684.861747535, 988433.4348778214 7446684.861747535, 978433.4348778214 7446684.861747535, 978433.4348778214 7436684.861747535, 988433.4348778214 7436684.861747535))",False,False,False,False,False,False,False,False,False,False
274,"POLYGON ((988433.4348778214 7446684.861747535, 988433.4348778214 7456684.861747535, 978433.4348778214 7456684.861747535, 978433.4348778214 7446684.861747535, 988433.4348778214 7446684.861747535))",False,False,False,False,False,False,False,False,False,False
275,"POLYGON ((988433.4348778214 7456684.861747535, 988433.4348778214 7466684.861747535, 978433.4348778214 7466684.861747535, 978433.4348778214 7456684.861747535, 988433.4348778214 7456684.861747535))",False,False,False,False,False,False,False,False,False,False
276,"POLYGON ((988433.4348778214 7466684.861747535, 988433.4348778214 7476684.861747535, 978433.4348778214 7476684.861747535, 978433.4348778214 7466684.861747535, 988433.4348778214 7466684.861747535))",False,False,False,False,False,False,False,False,False,False
277,"POLYGON ((988433.4348778214 7476684.861747535, 988433.4348778214 7486684.861747535, 978433.4348778214 7486684.861747535, 978433.4348778214 7476684.861747535, 988433.4348778214 7476684.861747535))",False,False,False,False,False,False,False,False,False,False
278,"POLYGON ((988433.4348778214 7486684.861747535, 988433.4348778214 7496684.861747535, 978433.4348778214 7496684.861747535, 978433.4348778214 7486684.861747535, 988433.4348778214 7486684.861747535))",False,False,False,False,False,False,False,False,False,False
279,"POLYGON ((988433.4348778214 7496684.861747535, 988433.4348778214 7506684.861747535, 978433.4348778214 7506684.861747535, 978433.4348778214 7496684.861747535, 988433.4348778214 7496684.861747535))",False,False,False,False,False,False,False,False,False,False
280,"POLYGON ((988433.4348778214 7506684.861747535, 988433.4348778214 7516684.861747535, 978433.4348778214 7516684.861747535, 978433.4348778214 7506684.861747535, 988433.4348778214 7506684.861747535))",False,False,False,False,False,False,False,False,False,False
281,"POLYGON ((988433.4348778214 7516684.861747535, 988433.4348778214 7526684.861747535, 978433.4348778214 7526684.861747535, 978433.4348778214 7516684.861747535, 988433.4348778214 7516684.861747535))",False,False,False,False,False,False,False,False,False,False
282,"POLYGON ((988433.4348778214 7526684.861747535, 988433.4348778214 7536684.861747535, 978433.4348778214 7536684.861747535, 978433.4348778214 7526684.861747535, 988433.4348778214 7526684.861747535))",False,False,False,False,False,False,False,False,False,False
283,"POLYGON ((988433.4348778214 7536684.861747535, 988433.4348778214 7546684.861747535, 978433.4348778214 7546684.861747535, 978433.4348778214 7536684.861747535, 988433.4348778214 7536684.861747535))",False,False,False,False,False,False,False,False,False,False
284,"POLYGON ((988433.4348778214 7546684.861747535, 988433.4348778214 7556684.861747535, 978433.4348778214 7556684.861747535, 978433.4348778214 7546684.861747535, 988433.4348778214 7546684.861747535))",False,False,False,False,False,False,False,False,False,False
285,"POLYGON ((988433.4348778214 7556684.861747535, 988433.4348778214 7566684.861747535, 978433.4348778214 7566684.861747535, 978433.4348778214 7556684.861747535, 988433.4348778214 7556684.861747535))",False,False,False,False,False,False,False,False,False,False
286,"POLYGON ((988433.4348778214 7566684.861747535, 988433.4348778214 7576684.861747535, 978433.4348778214 7576684.861747535, 978433.4348778214 7566684.861747535, 988433.4348778214 7566684.861747535))",False,False,False,False,False,False,False,False,False,False
287,"POLYGON ((988433.4348778214 7576684.861747535, 988433.4348778214 7586684.861747535, 978433.4348778214 7586684.861747535, 978433.4348778214 7576684.861747535, 988433.4348778214 7576684.861747535))",False,False,False,False,False,False,False,False,False,False
288,"POLYGON ((988433.4348778214 7586684.861747535, 988433.4348778214 7596684.861747535, 978433.4348778214 7596684.861747535, 978433.4348778214 7586684.861747535, 988433.4348778214 7586684.861747535))",False,False,False,False,False,False,False,False,False,False
289,"POLYGON ((988433.4348778214 7596684.861747535, 988433.4348778214 7606684.861747535, 978433.4348778214 7606684.861747535, 978433.4348778214 7596684.861747535, 988433.4348778214 7596684.861747535))",False,False,False,False,False,False,False,False,False,False
290,"POLYGON ((988433.4348778214 7606684.861747535, 988433.4348778214 7616684.861747535, 978433.4348778214 7616684.861747535, 978433.4348778214 7606684.861747535, 988433.4348778214 7606684.861747535))",False,False,False,False,False,False,False,False,False,False
291,"POLYGON ((988433.4348778214 7616684.861747535, 988433.4348778214 7626684.861747535, 978433.4348778214 7626684.861747535, 978433.4348778214 7616684.861747535, 988433.4348778214 7616684.861747535))",False,False,False,False,False,False,False,False,False,False
292,"POLYGON ((988433.4348778214 7626684.861747535, 988433.4348778214 7636684.861747535, 978433.4348778214 7636684.861747535, 978433.4348778214 7626684.861747535, 988433.4348778214 7626684.861747535))",False,False,False,False,False,False,False,False,False,False
293,"POLYGON ((988433.4348778214 7636684.861747535, 988433.4348778214 7646684.861747535, 978433.4348778214 7646684.861747535, 978433.4348778214 7636684.861747535, 988433.4348778214 7636684.861747535))",False,False,False,False,False,False,False,False,False,False
294,"POLYGON ((988433.4348778214 7646684.861747535, 988433.4348778214 7656684.861747535, 978433.4348778214 7656684.861747535, 978433.4348778214 7646684.861747535, 988433.4348778214 7646684.861747535))",False,False,False,False,False,False,False,False,False,False
295,"POLYGON ((988433.4348778214 7656684.861747535, 988433.4348778214 7666684.861747535, 978433.4348778214 7666684.861747535, 978433.4348778214 7656684.861747535, 988433.4348778214 7656684.861747535))",False,False,False,False,False,False,False,False,False,False
296,"POLYGON ((988433.4348778214 7666684.861747535, 988433.4348778214 7676684.861747535, 978433.4348778214 7676684.861747535, 978433.4348778214 7666684.861747535, 988433.4348778214 7666684.861747535))",False,False,False,False,False,False,False,False,False,False
297,"POLYGON ((988433.4348778214 7676684.861747535, 988433.4348778214 7686684.861747535, 978433.4348778214 7686684.861747535, 978433.4348778214 7676684.861747535, 988433.4348778214 7676684.861747535))",False,False,False,False,False,False,False,False,False,False
298,"POLYGON ((988433.4348778214 7686684.861747535, 988433.4348778214 7696684.861747535, 978433.4348778214 7696684.861747535, 978433.4348778214 7686684.861747535, 988433.4348778214 7686684.861747535))",False,False,False,False,False,False,False,False,False,False
299,"POLYGON ((988433.4348778214 7696684.861747535, 988433.4348778214 7706684.861747535, 978433.4348778214 7706684.861747535, 978433.4348778214 7696684.861747535, 988433.4348778214 7696684.861747535))",False,False,False,False,False,False,False,False,False,False
300,"POLYGON ((988433.4348778214 7706684.861747535, 988433.4348778214 7716684.861747535, 978433.4348778214 7716684.861747535, 978433.4348778214 7706684.861747535, 988433.4348778214 7706684.861747535))",False,False,False,False,False,False,False,False,False,False
301,"POLYGON ((988433.4348778214 7716684.861747535, 988433.4348778214 7726684.861747535, 978433.4348778214 7726684.861747535, 978433.4348778214 7716684.861747535, 988433.4348778214 7716684.861747535))",False,False,False,False,False,False,False,False,False,False
302,"POLYGON ((988433.4348778214 7726684.861747535, 988433.4348778214 7736684.861747535, 978433.4348778214 7736684.861747535, 978433.4348778214 7726684.861747535, 988433.4348778214 7726684.861747535))",False,False,False,False,False,False,False,False,False,False
303,"POLYGON ((988433.4348778214 7736684.861747535, 988433.4348778214 7746684.861747535, 978433.4348778214 7746684.861747535, 978433.4348778214 7736684.861747535, 988433.4348778214 7736684.861747535))",False,False,False,False,False,False,False,False,False,False
304,"POLYGON ((988433.4348778214 7746684.861747535, 988433.4348778214 7756684.861747535, 978433.4348778214 7756684.861747535, 978433.4348778214 7746684.861747535, 988433.4348778214 7746684.861747535))",False,False,False,False,False,False,False,False,False,False
305,"POLYGON ((988433.4348778214 7756684.861747535, 988433.4348778214 7766684.861747535, 978433.4348778214 7766684.861747535, 978433.4348778214 7756684.861747535, 988433.4348778214 7756684.861747535))",False,False,False,False,False,False,False,False,False,False
306,"POLYGON ((988433.4348778214 7766684.861747535, 988433.4348778214 7776684.861747535, 978433.4348778214 7776684.861747535, 978433.4348778214 7766684.861747535, 988433.4348778214 7766684.861747535))",False,False,False,False,False,False,False,False,False,False
307,"POLYGON ((988433.4348778214 7776684.861747535, 988433.4348778214 7786684.861747535, 978433.4348778214 7786684.861747535, 978433.4348778214 7776684.861747535, 988433.4348778214 7776684.861747535))",False,False,False,False,False,False,False,False,False,False
308,"POLYGON ((998433.4348778214 7336684.861747535, 998433.4348778214 7346684.861747535, 988433.4348778214 7346684.861747535, 988433.4348778214 7336684.861747535, 998433.4348778214 7336684.861747535))",False,False,False,False,False,False,False,False,False,False
309,"POLYGON ((998433.4348778214 7346684.861747535, 998433.4348778214 7356684.861747535, 988433.4348778214 7356684.861747535, 988433.4348778214 7346684.861747535, 998433.4348778214 7346684.861747535))",False,False,False,False,False,False,False,False,False,False
310,"POLYGON ((998433.4348778214 7356684.861747535, 998433.4348778214 7366684.861747535, 988433.4348778214 7366684.861747535, 988433.4348778214 7356684.861747535, 998433.4348778214 7356684.861747535))",False,False,False,False,False,False,False,False,False,False
311,"POLYGON ((998433.4348778214 7366684.861747535, 998433.4348778214 7376684.861747535, 988433.4348778214 7376684.861747535, 988433.4348778214 7366684.861747535, 998433.4348778214 7366684.861747535))",False,False,False,False,False,False,False,False,False,False
312,"POLYGON ((998433.4348778214 7376684.861747535, 998433.4348778214 7386684.861747535, 988433.4348778214 7386684.861747535, 988433.4348778214 7376684.861747535, 998433.4348778214 7376684.861747535))",False,False,False,False,False,False,False,False,False,False
313,"POLYGON ((998433.4348778214 7386684.861747535, 998433.4348778214 7396684.861747535, 988433.4348778214 7396684.861747535, 988433.4348778214 7386684.861747535, 998433.4348778214 7386684.861747535))",False,False,False,False,False,False,False,False,False,False
314,"POLYGON ((998433.4348778214 7396684.861747535, 998433.4348778214 7406684.861747535, 988433.4348778214 7406684.861747535, 988433.4348778214 7396684.861747535, 998433.4348778214 7396684.861747535))",False,False,False,False,False,False,False,False,False,False
315,"POLYGON ((998433.4348778214 7406684.861747535, 998433.4348778214 7416684.861747535, 988433.4348778214 7416684.861747535, 988433.4348778214 7406684.861747535, 998433.4348778214 7406684.861747535))",False,False,False,False,False,False,False,False,False,False
316,"POLYGON ((998433.4348778214 7416684.861747535, 998433.4348778214 7426684.861747535, 988433.4348778214 7426684.861747535, 988433.4348778214 7416684.861747535, 998433.4348778214 7416684.861747535))",False,False,False,False,False,False,False,False,False,False
317,"POLYGON ((998433.4348778214 7426684.861747535, 998433.4348778214 7436684.861747535, 988433.4348778214 7436684.861747535, 988433.4348778214 7426684.861747535, 998433.4348778214 7426684.861747535))",False,False,False,False,False,False,False,False,False,False
318,"POLYGON ((998433.4348778214 7436684.861747535, 998433.4348778214 7446684.861747535, 988433.4348778214 7446684.861747535, 988433.4348778214 7436684.861747535, 998433.4348778214 7436684.861747535))",False,False,False,False,False,False,False,False,False,False
319,"POLYGON ((998433.4348778214 7446684.861747535, 998433.4348778214 7456684.861747535, 988433.4348778214 7456684.861747535, 988433.4348778214 7446684.861747535, 998433.4348778214 7446684.861747535))",False,False,False,False,False,False,False,False,False,False
320,"POLYGON ((998433.4348778214 7456684.861747535, 998433.4348778214 7466684.861747535, 988433.4348778214 7466684.861747535, 988433.4348778214 7456684.861747535, 998433.4348778214 7456684.861747535))",False,False,False,False,False,False,False,False,False,False
321,"POLYGON ((998433.4348778214 7466684.861747535, 998433.4348778214 7476684.861747535, 988433.4348778214 7476684.861747535, 988433.4348778214 7466684.861747535, 998433.4348778214 7466684.861747535))",False,False,False,False,False,False,False,False,False,False
322,"POLYGON ((998433.4348778214 7476684.861747535, 998433.4348778214 7486684.861747535, 988433.4348778214 7486684.861747535, 988433.4348778214 7476684.861747535, 998433.4348778214 7476684.861747535))",False,False,False,False,False,False,False,False,False,False
323,"POLYGON ((998433.4348778214 7486684.861747535, 998433.4348778214 7496684.861747535, 988433.4348778214 7496684.861747535, 988433.4348778214 7486684.861747535, 998433.4348778214 7486684.861747535))",False,False,False,False,False,False,False,False,False,False
324,"POLYGON ((998433.4348778214 7496684.861747535, 998433.4348778214 7506684.861747535, 988433.4348778214 7506684.861747535, 988433.4348778214 7496684.861747535, 998433.4348778214 7496684.861747535))",False,False,False,False,False,False,False,False,False,False
325,"POLYGON ((998433.4348778214 7506684.861747535, 998433.4348778214 7516684.861747535, 988433.4348778214 7516684.861747535, 988433.4348778214 7506684.861747535, 998433.4348778214 7506684.861747535))",False,False,False,False,False,False,False,False,False,False
326,"POLYGON ((998433.4348778214 7516684.861747535, 998433.4348778214 7526684.861747535, 988433.4348778214 7526684.861747535, 988433.4348778214 7516684.861747535, 998433.4348778214 7516684.861747535))",False,False,False,False,False,False,False,False,False,False
327,"POLYGON ((998433.4348778214 7526684.861747535, 998433.4348778214 7536684.861747535, 988433.4348778214 7536684.861747535, 988433.4348778214 7526684.861747535, 998433.4348778214 7526684.861747535))",False,False,False,False,False,False,False,False,False,False
328,"POLYGON ((998433.4348778214 7536684.861747535, 998433.4348778214 7546684.861747535, 988433.4348778214 7546684.861747535, 988433.4348778214 7536684.861747535, 998433.4348778214 7536684.861747535))",False,False,False,False,False,False,False,False,False,False
329,"POLYGON ((998433.4348778214 7546684.861747535, 998433.4348778214 7556684.861747535, 988433.4348778214 7556684.861747535, 988433.4348778214 7546684.861747535, 998433.4348778214 7546684.861747535))",False,False,False,False,False,False,False,False,False,False
330,"POLYGON ((998433.4348778214 7556684.861747535, 998433.4348778214 7566684.861747535, 988433.4348778214 7566684.861747535, 988433.4348778214 7556684.861747535, 998433.4348778214 7556684.861747535))",False,False,False,False,False,False,False,False,False,False
331,"POLYGON ((998433.4348778214 7566684.861747535, 998433.4348778214 7576684.861747535, 988433.4348778214 7576684.861747535, 988433.4348778214 7566684.861747535, 998433.4348778214 7566684.861747535))",False,False,False,False,False,False,False,False,False,False
332,"POLYGON ((998433.4348778214 7576684.861747535, 998433.4348778214 7586684.861747535, 988433.4348778214 7586684.861747535, 988433.4348778214 7576684.861747535, 998433.4348778214 7576684.861747535))",False,False,False,False,False,False,False,False,False,False
333,"POLYGON ((998433.4348778214 7586684.861747535, 998433.4348778214 7596684.861747535, 988433.4348778214 7596684.861747535, 988433.4348778214 7586684.861747535, 998433.4348778214 7586684.861747535))",False,False,False,False,False,False,False,False,False,False
334,"POLYGON ((998433.4348778214 7596684.861747535, 998433.4348778214 7606684.861747535, 988433.4348778214 7606684.861747535, 988433.4348778214 7596684.861747535, 998433.4348778214 7596684.861747535))",False,False,False,False,False,False,False,False,False,False
335,"POLYGON ((998433.4348778214 7606684.861747535, 998433.4348778214 7616684.861747535, 988433.4348778214 7616684.861747535, 988433.4348778214 7606684.861747535, 998433.4348778214 7606684.861747535))",False,False,False,False,False,False,False,False,False,False
336,"POLYGON ((998433.4348778214 7616684.861747535, 998433.4348778214 7626684.861747535, 988433.4348778214 7626684.861747535, 988433.4348778214 7616684.861747535, 998433.4348778214 7616684.861747535))",False,False,False,False,False,False,False,False,False,False
