,geometry,index_right,Unnamed: 0,stationId,x,y,sunJanuary,sunFebruary,sunMarch,sunApril,sunMay,sunJune,sunJuly,sunAugust,sunSeptember,sunOctober,sunNovember,sunDecember
338,"POLYGON ((998433.4348778214 7636684.861747535, 998433.4348778214 7646684.861747535, 988433.4348778214 7646684.861747535, 988433.4348778214 7636684.861747535, 998433.4348778214 7636684.861747535))",0,0,6056,8.6705,56.383,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2
339,"POLYGON ((998433.4348778214 7646684.861747535, 998433.4348778214 7656684.861747535, 988433.4348778214 7656684.861747535, 988433.4348778214 7646684.861747535, 998433.4348778214 7646684.861747535))",0,0,6056,8.6705,56.383,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2
340,"POLYGON ((998433.4348778214 7656684.861747535, 998433.4348778214 7666684.861747535, 988433.4348778214 7666684.861747535, 988433.4348778214 7656684.861747535, 998433.4348778214 7656684.861747535))",0,0,6056,8.6705,56.383,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2
341,"POLYGON ((998433.4348778214 7666684.861747535, 998433.4348778214 7676684.861747535, 988433.4348778214 7676684.861747535, 988433.4348778214 7666684.861747535, 998433.4348778214 7666684.861747535))",0,0,6056,8.6705,56.383,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2
342,"POLYGON ((998433.4348778214 7676684.861747535, 998433.4348778214 7686684.861747535, 988433.4348778214 7686684.861747535, 988433.4348778214 7676684.861747535, 998433.4348778214 7676684.861747535))",0,0,6056,8.6705,56.383,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2
382,"POLYGON ((1008433.434877821 7616684.861747535, 1008433.434877821 7626684.861747535, 998433.4348778214 7626684.861747535, 998433.4348778214 7616684.861747535, 1008433.434877821 7616684.861747535))",0,0,6056,8.6705,56.383,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2
383,"POLYGON ((1008433.434877821 7626684.861747535, 1008433.434877821 7636684.861747535, 998433.4348778214 7636684.861747535, 998433.4348778214 7626684.861747535, 1008433.434877821 7626684.861747535))",0,0,6056,8.6705,56.383,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2
384,"POLYGON ((1008433.434877821 7636684.861747535, 1008433.434877821 7646684.861747535, 998433.4348778214 7646684.861747535, 998433.4348778214 7636684.861747535, 1008433.434877821 7636684.861747535))",0,0,6056,8.6705,56.383,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2
385,"POLYGON ((1008433.434877821 7646684.861747535, 1008433.434877821 7656684.861747535, 998433.4348778214 7656684.861747535, 998433.4348778214 7646684.861747535, 1008433.434877821 7646684.861747535))",0,0,6056,8.6705,56.383,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2
386,"POLYGON ((1008433.434877821 7656684.861747535, 1008433.434877821 7666684.861747535, 998433.4348778214 7666684.861747535, 998433.4348778214 7656684.861747535, 1008433.434877821 7656684.861747535))",0,0,6056,8.6705,56.383,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2
387,"POLYGON ((1008433.434877821 7666684.861747535, 1008433.434877821 7676684.861747535, 998433.4348778214 7676684.861747535, 998433.4348778214 7666684.861747535, 1008433.434877821 7666684.861747535))",0,0,6056,8.6705,56.383,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2
388,"POLYGON ((1008433.434877821 7676684.861747535, 1008433.434877821 7686684.861747535, 998433.4348778214 7686684.861747535, 998433.4348778214 7676684.861747535, 1008433.434877821 7676684.861747535))",0,0,6056,8.6705,56.383,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2
427,"POLYGON ((1018433.434877821 7626684.861747535, 1018433.434877821 7636684.861747535, 1008433.434877821 7636684.861747535, 1008433.434877821 7626684.861747535, 1018433.434877821 7626684.861747535))",0,0,6056,8.6705,56.383,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2
428,"POLYGON ((1018433.434877821 7636684.861747535, 1018433.434877821 7646684.861747535, 1008433.434877821 7646684.861747535, 1008433.434877821 7636684.861747535, 1018433.434877821 7636684.861747535))",0,0,6056,8.6705,56.383,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2
429,"POLYGON ((1018433.434877821 7646684.861747535, 1018433.434877821 7656684.861747535, 1008433.434877821 7656684.861747535, 1008433.434877821 7646684.861747535, 1018433.434877821 7646684.861747535))",0,0,6056,8.6705,56.383,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2
430,"POLYGON ((1018433.434877821 7656684.861747535, 1018433.434877821 7666684.861747535, 1008433.434877821 7666684.861747535, 1008433.434877821 7656684.861747535, 1018433.434877821 7656684.861747535))",0,0,6056,8.6705,56.383,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2
472,"POLYGON ((1028433.434877821 7636684.861747535, 1028433.434877821 7646684.861747535, 1018433.434877821 7646684.861747535, 1018433.434877821 7636684.861747535, 1028433.434877821 7636684.861747535))",0,0,6056,8.6705,56.383,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2
473,"POLYGON ((1028433.434877821 7646684.861747535, 1028433.434877821 7656684.861747535, 1018433.434877821 7656684.861747535, 1018433.434877821 7646684.861747535, 1028433.434877821 7646684.861747535))",0,0,6056,8.6705,56.383,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2
17,"POLYGON ((908433.4348778214 7686684.861747535, 908433.4348778214 7696684.861747535, 898433.4348778214 7696684.861747535, 898433.4348778214 7686684.861747535, 908433.4348778214 7686684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
38,"POLYGON ((918433.4348778214 7686684.861747535, 918433.4348778214 7696684.861747535, 908433.4348778214 7696684.861747535, 908433.4348778214 7686684.861747535, 918433.4348778214 7686684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
39,"POLYGON ((918433.4348778214 7706684.861747535, 918433.4348778214 7716684.861747535, 908433.4348778214 7716684.861747535, 908433.4348778214 7706684.861747535, 918433.4348778214 7706684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
40,"POLYGON ((918433.4348778214 7716684.861747535, 918433.4348778214 7726684.861747535, 908433.4348778214 7726684.861747535, 908433.4348778214 7716684.861747535, 918433.4348778214 7716684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
62,"POLYGON ((928433.4348778214 7696684.861747535, 928433.4348778214 7706684.861747535, 918433.4348778214 7706684.861747535, 918433.4348778214 7696684.861747535, 928433.4348778214 7696684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
63,"POLYGON ((928433.4348778214 7706684.861747535, 928433.4348778214 7716684.861747535, 918433.4348778214 7716684.861747535, 918433.4348778214 7706684.861747535, 928433.4348778214 7706684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
64,"POLYGON ((928433.4348778214 7716684.861747535, 928433.4348778214 7726684.861747535, 918433.4348778214 7726684.861747535, 918433.4348778214 7716684.861747535, 928433.4348778214 7716684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
65,"POLYGON ((928433.4348778214 7726684.861747535, 928433.4348778214 7736684.861747535, 918433.4348778214 7736684.861747535, 918433.4348778214 7726684.861747535, 928433.4348778214 7726684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
66,"POLYGON ((928433.4348778214 7736684.861747535, 928433.4348778214 7746684.861747535, 918433.4348778214 7746684.861747535, 918433.4348778214 7736684.861747535, 928433.4348778214 7736684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
67,"POLYGON ((928433.4348778214 7746684.861747535, 928433.4348778214 7756684.861747535, 918433.4348778214 7756684.861747535, 918433.4348778214 7746684.861747535, 928433.4348778214 7746684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
92,"POLYGON ((938433.4348778214 7696684.861747535, 938433.4348778214 7706684.861747535, 928433.4348778214 7706684.861747535, 928433.4348778214 7696684.861747535, 938433.4348778214 7696684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
93,"POLYGON ((938433.4348778214 7706684.861747535, 938433.4348778214 7716684.861747535, 928433.4348778214 7716684.861747535, 928433.4348778214 7706684.861747535, 938433.4348778214 7706684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
94,"POLYGON ((938433.4348778214 7716684.861747535, 938433.4348778214 7726684.861747535, 928433.4348778214 7726684.861747535, 928433.4348778214 7716684.861747535, 938433.4348778214 7716684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
95,"POLYGON ((938433.4348778214 7726684.861747535, 938433.4348778214 7736684.861747535, 928433.4348778214 7736684.861747535, 928433.4348778214 7726684.861747535, 938433.4348778214 7726684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
96,"POLYGON ((938433.4348778214 7736684.861747535, 938433.4348778214 7746684.861747535, 928433.4348778214 7746684.861747535, 928433.4348778214 7736684.861747535, 938433.4348778214 7736684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
97,"POLYGON ((938433.4348778214 7746684.861747535, 938433.4348778214 7756684.861747535, 928433.4348778214 7756684.861747535, 928433.4348778214 7746684.861747535, 938433.4348778214 7746684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
98,"POLYGON ((938433.4348778214 7756684.861747535, 938433.4348778214 7766684.861747535, 928433.4348778214 7766684.861747535, 928433.4348778214 7756684.861747535, 938433.4348778214 7756684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
128,"POLYGON ((948433.4348778214 7686684.861747535, 948433.4348778214 7696684.861747535, 938433.4348778214 7696684.861747535, 938433.4348778214 7686684.861747535, 948433.4348778214 7686684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
129,"POLYGON ((948433.4348778214 7696684.861747535, 948433.4348778214 7706684.861747535, 938433.4348778214 7706684.861747535, 938433.4348778214 7696684.861747535, 948433.4348778214 7696684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
130,"POLYGON ((948433.4348778214 7706684.861747535, 948433.4348778214 7716684.861747535, 938433.4348778214 7716684.861747535, 938433.4348778214 7706684.861747535, 948433.4348778214 7706684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
131,"POLYGON ((948433.4348778214 7716684.861747535, 948433.4348778214 7726684.861747535, 938433.4348778214 7726684.861747535, 938433.4348778214 7716684.861747535, 948433.4348778214 7716684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
132,"POLYGON ((948433.4348778214 7726684.861747535, 948433.4348778214 7736684.861747535, 938433.4348778214 7736684.861747535, 938433.4348778214 7726684.861747535, 948433.4348778214 7726684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
133,"POLYGON ((948433.4348778214 7736684.861747535, 948433.4348778214 7746684.861747535, 938433.4348778214 7746684.861747535, 938433.4348778214 7736684.861747535, 948433.4348778214 7736684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
134,"POLYGON ((948433.4348778214 7746684.861747535, 948433.4348778214 7756684.861747535, 938433.4348778214 7756684.861747535, 938433.4348778214 7746684.861747535, 948433.4348778214 7746684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
135,"POLYGON ((948433.4348778214 7756684.861747535, 948433.4348778214 7766684.861747535, 938433.4348778214 7766684.861747535, 938433.4348778214 7756684.861747535, 948433.4348778214 7756684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
136,"POLYGON ((948433.4348778214 7766684.861747535, 948433.4348778214 7776684.861747535, 938433.4348778214 7776684.861747535, 938433.4348778214 7766684.861747535, 948433.4348778214 7766684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
165,"POLYGON ((958433.4348778214 7686684.861747535, 958433.4348778214 7696684.861747535, 948433.4348778214 7696684.861747535, 948433.4348778214 7686684.861747535, 958433.4348778214 7686684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
166,"POLYGON ((958433.4348778214 7696684.861747535, 958433.4348778214 7706684.861747535, 948433.4348778214 7706684.861747535, 948433.4348778214 7696684.861747535, 958433.4348778214 7696684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
167,"POLYGON ((958433.4348778214 7706684.861747535, 958433.4348778214 7716684.861747535, 948433.4348778214 7716684.861747535, 948433.4348778214 7706684.861747535, 958433.4348778214 7706684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
168,"POLYGON ((958433.4348778214 7716684.861747535, 958433.4348778214 7726684.861747535, 948433.4348778214 7726684.861747535, 948433.4348778214 7716684.861747535, 958433.4348778214 7716684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
169,"POLYGON ((958433.4348778214 7726684.861747535, 958433.4348778214 7736684.861747535, 948433.4348778214 7736684.861747535, 948433.4348778214 7726684.861747535, 958433.4348778214 7726684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
170,"POLYGON ((958433.4348778214 7736684.861747535, 958433.4348778214 7746684.861747535, 948433.4348778214 7746684.861747535, 948433.4348778214 7736684.861747535, 958433.4348778214 7736684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
171,"POLYGON ((958433.4348778214 7746684.861747535, 958433.4348778214 7756684.861747535, 948433.4348778214 7756684.861747535, 948433.4348778214 7746684.861747535, 958433.4348778214 7746684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
172,"POLYGON ((958433.4348778214 7756684.861747535, 958433.4348778214 7766684.861747535, 948433.4348778214 7766684.861747535, 948433.4348778214 7756684.861747535, 958433.4348778214 7756684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
173,"POLYGON ((958433.4348778214 7766684.861747535, 958433.4348778214 7776684.861747535, 948433.4348778214 7776684.861747535, 948433.4348778214 7766684.861747535, 958433.4348778214 7766684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
174,"POLYGON ((958433.4348778214 7776684.861747535, 958433.4348778214 7786684.861747535, 948433.4348778214 7786684.861747535, 948433.4348778214 7776684.861747535, 958433.4348778214 7776684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
208,"POLYGON ((968433.4348778214 7686684.861747535, 968433.4348778214 7696684.861747535, 958433.4348778214 7696684.861747535, 958433.4348778214 7686684.861747535, 968433.4348778214 7686684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
209,"POLYGON ((968433.4348778214 7696684.861747535, 968433.4348778214 7706684.861747535, 958433.4348778214 7706684.861747535, 958433.4348778214 7696684.861747535, 968433.4348778214 7696684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
210,"POLYGON ((968433.4348778214 7706684.861747535, 968433.4348778214 7716684.861747535, 958433.4348778214 7716684.861747535, 958433.4348778214 7706684.861747535, 968433.4348778214 7706684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
211,"POLYGON ((968433.4348778214 7716684.861747535, 968433.4348778214 7726684.861747535, 958433.4348778214 7726684.861747535, 958433.4348778214 7716684.861747535, 968433.4348778214 7716684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
212,"POLYGON ((968433.4348778214 7726684.861747535, 968433.4348778214 7736684.861747535, 958433.4348778214 7736684.861747535, 958433.4348778214 7726684.861747535, 968433.4348778214 7726684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
213,"POLYGON ((968433.4348778214 7736684.861747535, 968433.4348778214 7746684.861747535, 958433.4348778214 7746684.861747535, 958433.4348778214 7736684.861747535, 968433.4348778214 7736684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
214,"POLYGON ((968433.4348778214 7746684.861747535, 968433.4348778214 7756684.861747535, 958433.4348778214 7756684.861747535, 958433.4348778214 7746684.861747535, 968433.4348778214 7746684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
215,"POLYGON ((968433.4348778214 7756684.861747535, 968433.4348778214 7766684.861747535, 958433.4348778214 7766684.861747535, 958433.4348778214 7756684.861747535, 968433.4348778214 7756684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
216,"POLYGON ((968433.4348778214 7766684.861747535, 968433.4348778214 7776684.861747535, 958433.4348778214 7776684.861747535, 958433.4348778214 7766684.861747535, 968433.4348778214 7766684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
217,"POLYGON ((968433.4348778214 7776684.861747535, 968433.4348778214 7786684.861747535, 958433.4348778214 7786684.861747535, 958433.4348778214 7776684.861747535, 968433.4348778214 7776684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
253,"POLYGON ((978433.4348778214 7686684.861747535, 978433.4348778214 7696684.861747535, 968433.4348778214 7696684.861747535, 968433.4348778214 7686684.861747535, 978433.4348778214 7686684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
254,"POLYGON ((978433.4348778214 7696684.861747535, 978433.4348778214 7706684.861747535, 968433.4348778214 7706684.861747535, 968433.4348778214 7696684.861747535, 978433.4348778214 7696684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
255,"POLYGON ((978433.4348778214 7706684.861747535, 978433.4348778214 7716684.861747535, 968433.4348778214 7716684.861747535, 968433.4348778214 7706684.861747535, 978433.4348778214 7706684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
256,"POLYGON ((978433.4348778214 7716684.861747535, 978433.4348778214 7726684.861747535, 968433.4348778214 7726684.861747535, 968433.4348778214 7716684.861747535, 978433.4348778214 7716684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
257,"POLYGON ((978433.4348778214 7726684.861747535, 978433.4348778214 7736684.861747535, 968433.4348778214 7736684.861747535, 968433.4348778214 7726684.861747535, 978433.4348778214 7726684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
258,"POLYGON ((978433.4348778214 7736684.861747535, 978433.4348778214 7746684.861747535, 968433.4348778214 7746684.861747535, 968433.4348778214 7736684.861747535, 978433.4348778214 7736684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
259,"POLYGON ((978433.4348778214 7746684.861747535, 978433.4348778214 7756684.861747535, 968433.4348778214 7756684.861747535, 968433.4348778214 7746684.861747535, 978433.4348778214 7746684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
260,"POLYGON ((978433.4348778214 7756684.861747535, 978433.4348778214 7766684.861747535, 968433.4348778214 7766684.861747535, 968433.4348778214 7756684.861747535, 978433.4348778214 7756684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
261,"POLYGON ((978433.4348778214 7766684.861747535, 978433.4348778214 7776684.861747535, 968433.4348778214 7776684.861747535, 968433.4348778214 7766684.861747535, 978433.4348778214 7766684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
262,"POLYGON ((978433.4348778214 7776684.861747535, 978433.4348778214 7786684.861747535, 968433.4348778214 7786684.861747535, 968433.4348778214 7776684.861747535, 978433.4348778214 7776684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
298,"POLYGON ((988433.4348778214 7686684.861747535, 988433.4348778214 7696684.861747535, 978433.4348778214 7696684.861747535, 978433.4348778214 7686684.861747535, 988433.4348778214 7686684.861747535))",20,20,6019,8.6412,56.93,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336
