,rainJanuary,rainFebruary,rainMarch,rainApril,rainMay,rainJune,rainJuly,rainAugust,rainSeptember,rainOctober,rainNovember,rainDecember,sunJanuary,sunFebruary,sunMarch,sunApril,sunMay,sunJune,sunJuly,sunAugust,sunSeptember,sunOctober,sunNovember,sunDecember,index_right,minTempJanuary,minTempFebruary,minTempMarch,minTempApril,minTempMay,minTempJune,minTempJuly,minTempAugust,minTempSeptember,minTempOctober,minTempNovember,minTempDecember
346,95.6,31.7,40.7,,,88.0,68.8,76.7,112.9,125.2,75.2,88.9,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336,6,-5.65,-7.550000000000001,-6.449999999999999,-0.9,2.2,7.4,8.1,8.8,6.7,3.2,-0.9,-2.4
347,95.6,31.7,40.7,,,88.0,68.8,76.7,112.9,125.2,75.2,88.9,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336,6,-5.65,-7.550000000000001,-6.449999999999999,-0.9,2.2,7.4,8.1,8.8,6.7,3.2,-0.9,-2.4
348,95.6,31.7,40.7,,,88.0,68.8,76.7,112.9,125.2,75.2,88.9,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336,6,-5.65,-7.550000000000001,-6.449999999999999,-0.9,2.2,7.4,8.1,8.8,6.7,3.2,-0.9,-2.4
349,95.6,31.7,40.7,,,88.0,68.8,76.7,112.9,125.2,75.2,88.9,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336,6,-5.65,-7.550000000000001,-6.449999999999999,-0.9,2.2,7.4,8.1,8.8,6.7,3.2,-0.9,-2.4
350,95.6,31.7,40.7,,,88.0,68.8,76.7,112.9,125.2,75.2,88.9,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336,6,-5.65,-7.550000000000001,-6.449999999999999,-0.9,2.2,7.4,8.1,8.8,6.7,3.2,-0.9,-2.4
351,95.6,31.7,40.7,,,88.0,68.8,76.7,112.9,125.2,75.2,88.9,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336,6,-5.65,-7.550000000000001,-6.449999999999999,-0.9,2.2,7.4,8.1,8.8,6.7,3.2,-0.9,-2.4
352,95.6,31.7,40.7,,,88.0,68.8,76.7,112.9,125.2,75.2,88.9,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336,6,-5.65,-7.550000000000001,-6.449999999999999,-0.9,2.2,7.4,8.1,8.8,6.7,3.2,-0.9,-2.4
353,95.6,31.7,40.7,,,88.0,68.8,76.7,112.9,125.2,75.2,88.9,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336,6,-5.65,-7.550000000000001,-6.449999999999999,-0.9,2.2,7.4,8.1,8.8,6.7,3.2,-0.9,-2.4
354,95.6,31.7,40.7,,,88.0,68.8,76.7,112.9,125.2,75.2,88.9,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336,6,-5.65,-7.550000000000001,-6.449999999999999,-0.9,2.2,7.4,8.1,8.8,6.7,3.2,-0.9,-2.4
355,95.6,31.7,40.7,,,88.0,68.8,76.7,112.9,125.2,75.2,88.9,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336,6,-5.65,-7.550000000000001,-6.449999999999999,-0.9,2.2,7.4,8.1,8.8,6.7,3.2,-0.9,-2.4
356,95.6,31.7,40.7,,,88.0,68.8,76.7,112.9,125.2,75.2,88.9,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336,6,-5.65,-7.550000000000001,-6.449999999999999,-0.9,2.2,7.4,8.1,8.8,6.7,3.2,-0.9,-2.4
357,95.6,31.7,40.7,,,88.0,68.8,76.7,112.9,125.2,75.2,88.9,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336,6,-5.65,-7.550000000000001,-6.449999999999999,-0.9,2.2,7.4,8.1,8.8,6.7,3.2,-0.9,-2.4
358,95.6,31.7,40.7,,,88.0,68.8,76.7,112.9,125.2,75.2,88.9,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336,6,-5.65,-7.550000000000001,-6.449999999999999,-0.9,2.2,7.4,8.1,8.8,6.7,3.2,-0.9,-2.4
359,95.6,31.7,40.7,,,88.0,68.8,76.7,112.9,125.2,75.2,88.9,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336,6,-5.65,-7.550000000000001,-6.449999999999999,-0.9,2.2,7.4,8.1,8.8,6.7,3.2,-0.9,-2.4
360,95.6,31.7,40.7,,,88.0,68.8,76.7,112.9,125.2,75.2,88.9,58.93333333333334,75.95,117.125,191.36666666666667,229.1,221.1,194.9,192.8,155.73333333333332,90.23333333333332,63.03333333333333,40.833333333333336,6,-5.65,-7.550000000000001,-6.449999999999999,-0.9,2.2,7.4,8.1,8.8,6.7,3.2,-0.9,-2.4
361,109.3,28.2,32.4,,,104.0,79.9,133.0,157.1,117.3,90.1,82.6,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,4,-8.15,-7.2,-5.9,-3.2,0.3,6.7,5.9,6.8,3.5,1.8,-3.4,-3.5
362,109.3,28.2,32.4,,,104.0,79.9,133.0,157.1,117.3,90.1,82.6,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,4,-8.15,-7.2,-5.9,-3.2,0.3,6.7,5.9,6.8,3.5,1.8,-3.4,-3.5
363,109.3,28.2,32.4,,,104.0,79.9,133.0,157.1,117.3,90.1,82.6,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,4,-8.15,-7.2,-5.9,-3.2,0.3,6.7,5.9,6.8,3.5,1.8,-3.4,-3.5
364,109.3,28.2,32.4,,,104.0,79.9,133.0,157.1,117.3,90.1,82.6,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,4,-8.15,-7.2,-5.9,-3.2,0.3,6.7,5.9,6.8,3.5,1.8,-3.4,-3.5
365,109.3,28.2,32.4,,,104.0,79.9,133.0,157.1,117.3,90.1,82.6,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
366,109.3,28.2,32.4,,,104.0,79.9,133.0,157.1,117.3,90.1,82.6,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2,34,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
367,109.3,28.2,32.4,,,104.0,79.9,133.0,157.1,117.3,90.1,82.6,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,4,-8.15,-7.2,-5.9,-3.2,0.3,6.7,5.9,6.8,3.5,1.8,-3.4,-3.5
368,109.3,28.2,32.4,,,104.0,79.9,133.0,157.1,117.3,90.1,82.6,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
369,109.3,28.2,32.4,,,104.0,79.9,133.0,157.1,117.3,90.1,82.6,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
370,109.3,28.2,32.4,,,104.0,79.9,133.0,157.1,117.3,90.1,82.6,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
371,109.3,28.2,32.4,,,104.0,79.9,133.0,157.1,117.3,90.1,82.6,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
372,109.3,28.2,32.4,,,104.0,79.9,133.0,157.1,117.3,90.1,82.6,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
373,109.3,28.2,32.4,,,104.0,79.9,133.0,157.1,117.3,90.1,82.6,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2,34,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
374,109.3,28.2,32.4,,,104.0,79.9,133.0,157.1,117.3,90.1,82.6,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2,34,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
375,109.3,28.2,32.4,,,104.0,79.9,133.0,157.1,117.3,90.1,82.6,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
376,109.3,28.2,32.4,,,104.0,79.9,133.0,157.1,117.3,90.1,82.6,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
377,109.3,28.2,32.4,,,104.0,79.9,133.0,157.1,117.3,90.1,82.6,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
378,109.3,28.2,32.4,,,104.0,79.9,133.0,157.1,117.3,90.1,82.6,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
379,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,4,-8.15,-7.2,-5.9,-3.2,0.3,6.7,5.9,6.8,3.5,1.8,-3.4,-3.5
380,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,4,-8.15,-7.2,-5.9,-3.2,0.3,6.7,5.9,6.8,3.5,1.8,-3.4,-3.5
381,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,4,-8.15,-7.2,-5.9,-3.2,0.3,6.7,5.9,6.8,3.5,1.8,-3.4,-3.5
382,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,4,-8.15,-7.2,-5.9,-3.2,0.3,6.7,5.9,6.8,3.5,1.8,-3.4,-3.5
383,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,4,-8.15,-7.2,-5.9,-3.2,0.3,6.7,5.9,6.8,3.5,1.8,-3.4,-3.5
384,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,4,-8.15,-7.2,-5.9,-3.2,0.3,6.7,5.9,6.8,3.5,1.8,-3.4,-3.5
385,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,4,-8.15,-7.2,-5.9,-3.2,0.3,6.7,5.9,6.8,3.5,1.8,-3.4,-3.5
386,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,4,-8.15,-7.2,-5.9,-3.2,0.3,6.7,5.9,6.8,3.5,1.8,-3.4,-3.5
387,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,4,-8.15,-7.2,-5.9,-3.2,0.3,6.7,5.9,6.8,3.5,1.8,-3.4,-3.5
388,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,4,-8.15,-7.2,-5.9,-3.2,0.3,6.7,5.9,6.8,3.5,1.8,-3.4,-3.5
389,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,4,-8.15,-7.2,-5.9,-3.2,0.3,6.7,5.9,6.8,3.5,1.8,-3.4,-3.5
390,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
391,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,4,-8.15,-7.2,-5.9,-3.2,0.3,6.7,5.9,6.8,3.5,1.8,-3.4,-3.5
392,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,4,-8.15,-7.2,-5.9,-3.2,0.3,6.7,5.9,6.8,3.5,1.8,-3.4,-3.5
393,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,55.45,70.65,97.675,166.86666666666667,212.5,193.9666666666667,174.4,181.5666666666667,152.1,82.43333333333334,70.63333333333334,42.9,4,-8.15,-7.2,-5.9,-3.2,0.3,6.7,5.9,6.8,3.5,1.8,-3.4,-3.5
394,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
395,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
396,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,52.7,67.44999999999999,93.95,156.1,215.26666666666665,198.4666666666667,178.73333333333335,194.8,156.83333333333334,72.39999999999999,61.6,41.9,19,-10.0,-9.0,-6.85,-2.4,-0.7,6.0,4.5,4.6,2.8,1.0,-3.0,-4.1
397,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,52.7,67.44999999999999,93.95,156.1,215.26666666666665,198.4666666666667,178.73333333333335,194.8,156.83333333333334,72.39999999999999,61.6,41.9,19,-10.0,-9.0,-6.85,-2.4,-0.7,6.0,4.5,4.6,2.8,1.0,-3.0,-4.1
398,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
399,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
400,115.0,39.1,26.3,,,107.0,100.9,97.2,144.8,134.8,105.2,98.3,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
401,107.1,26.7,51.2,,,,53.7,108.0,180.3,143.3,107.9,83.4,54.73333333333333,70.475,106.525,178.20000000000002,213.66666666666663,190.4,179.6,189.2,150.73333333333332,74.3,60.13333333333333,37.56666666666666,2,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
402,107.1,26.7,51.2,,,,53.7,108.0,180.3,143.3,107.9,83.4,54.73333333333333,70.475,106.525,178.20000000000002,213.66666666666663,190.4,179.6,189.2,150.73333333333332,74.3,60.13333333333333,37.56666666666666,2,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
403,107.1,26.7,51.2,,,,53.7,108.0,180.3,143.3,107.9,83.4,54.73333333333333,70.475,106.525,178.20000000000002,213.66666666666663,190.4,179.6,189.2,150.73333333333332,74.3,60.13333333333333,37.56666666666666,2,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
404,107.1,26.7,51.2,,,,53.7,108.0,180.3,143.3,107.9,83.4,54.73333333333333,70.475,106.525,178.20000000000002,213.66666666666663,190.4,179.6,189.2,150.73333333333332,74.3,60.13333333333333,37.56666666666666,2,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
405,107.1,26.7,51.2,,,,53.7,108.0,180.3,143.3,107.9,83.4,54.73333333333333,70.475,106.525,178.20000000000002,213.66666666666663,190.4,179.6,189.2,150.73333333333332,74.3,60.13333333333333,37.56666666666666,2,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
406,107.1,26.7,51.2,,,,53.7,108.0,180.3,143.3,107.9,83.4,54.73333333333333,70.475,106.525,178.20000000000002,213.66666666666663,190.4,179.6,189.2,150.73333333333332,74.3,60.13333333333333,37.56666666666666,2,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
407,107.1,26.7,51.2,,,,53.7,108.0,180.3,143.3,107.9,83.4,54.73333333333333,70.475,106.525,178.20000000000002,213.66666666666663,190.4,179.6,189.2,150.73333333333332,74.3,60.13333333333333,37.56666666666666,2,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
408,107.1,26.7,51.2,,,,53.7,108.0,180.3,143.3,107.9,83.4,54.73333333333333,70.475,106.525,178.20000000000002,213.66666666666663,190.4,179.6,189.2,150.73333333333332,74.3,60.13333333333333,37.56666666666666,2,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
409,107.1,26.7,51.2,,,,53.7,108.0,180.3,143.3,107.9,83.4,54.73333333333333,70.475,106.525,178.20000000000002,213.66666666666663,190.4,179.6,189.2,150.73333333333332,74.3,60.13333333333333,37.56666666666666,2,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
410,107.1,26.7,51.2,,,,53.7,108.0,180.3,143.3,107.9,83.4,54.73333333333333,70.475,106.525,178.20000000000002,213.66666666666663,190.4,179.6,189.2,150.73333333333332,74.3,60.13333333333333,37.56666666666666,2,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
411,107.1,26.7,51.2,,,,53.7,108.0,180.3,143.3,107.9,83.4,54.73333333333333,70.475,106.525,178.20000000000002,213.66666666666663,190.4,179.6,189.2,150.73333333333332,74.3,60.13333333333333,37.56666666666666,2,-8.75,-6.8,-4.9,-3.2,-0.8,4.6,5.1,5.7,4.3,0.8,-3.9,-4.6
412,99.2,30.0,29.6,,,,98.1,116.1,132.7,100.9,73.7,71.5,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2,34,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
413,99.2,30.0,29.6,,,,98.1,116.1,132.7,100.9,73.7,71.5,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
414,99.2,30.0,29.6,,,,98.1,116.1,132.7,100.9,73.7,71.5,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
415,99.2,30.0,29.6,,,,98.1,116.1,132.7,100.9,73.7,71.5,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2,34,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
416,99.2,30.0,29.6,,,,98.1,116.1,132.7,100.9,73.7,71.5,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2,34,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
417,99.2,30.0,29.6,,,,98.1,116.1,132.7,100.9,73.7,71.5,59.66666666666666,73.60000000000001,106.15,174.20000000000002,216.96666666666667,190.5,173.03333333333333,181.2,155.56666666666666,85.39999999999999,66.46666666666667,42.2,34,-8.0,-8.25,-6.9,-1.9,2.2,7.4,6.9,7.4,3.8,2.7,-2.5,-6.0
418,99.2,30.0,29.6,,,,98.1,116.1,132.7,100.9,73.7,71.5,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
419,99.2,30.0,29.6,,,,98.1,116.1,132.7,100.9,73.7,71.5,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
420,99.2,30.0,29.6,,,,98.1,116.1,132.7,100.9,73.7,71.5,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
421,99.2,30.0,29.6,,,,98.1,116.1,132.7,100.9,73.7,71.5,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
422,99.2,30.0,29.6,,,,98.1,116.1,132.7,100.9,73.7,71.5,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,21,-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8
