,geometry,minTempJanuary,minTempFebruary,minTempMarch,minTempApril,minTempMay,minTempJune,minTempJuly,minTempAugust,minTempSeptember,minTempOctober,minTempNovember,minTempDecember,maxTempJanuary,maxTempFebruary,maxTempMarch,maxTempApril,maxTempMay,maxTempJune,maxTempJuly,maxTempAugust,maxTempSeptember,maxTempOctober,maxTempNovember,maxTempDecember,rainJanuary,rainFebruary,rainMarch,rainJuly,rainAugust,rainSeptember,rainOctober,rainNovember,rainDecember,Unnamed: 0_y_y,sunJanuary,sunFebruary,sunMarch,sunApril,sunMay,sunJune,sunJuly,sunAugust,sunSeptember,sunOctober,sunNovember,sunDecember,Unnamed: 0.1.1,windJanuary,windFebruary,windMarch,windJuly,windAugust,windSeptember,windOctober,windNovember,windDecember
486,"POLYGON ((1028433.434877821 7556684.861747535, 1028433.434877821 7566684.861747535, 1018433.434877821 7566684.861747535, 1018433.434877821 7556684.861747535, 1028433.434877821 7556684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,464,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,13,97.4,32.7,27.1,84.5,94.0,137.8,107.7,84.6,74.6
487,"POLYGON ((1028433.434877821 7566684.861747535, 1028433.434877821 7576684.861747535, 1018433.434877821 7576684.861747535, 1018433.434877821 7566684.861747535, 1028433.434877821 7566684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,465,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,6,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
488,"POLYGON ((1028433.434877821 7576684.861747535, 1028433.434877821 7586684.861747535, 1018433.434877821 7586684.861747535, 1018433.434877821 7576684.861747535, 1028433.434877821 7576684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,466,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,6,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
489,"POLYGON ((1028433.434877821 7586684.861747535, 1028433.434877821 7596684.861747535, 1018433.434877821 7596684.861747535, 1018433.434877821 7586684.861747535, 1028433.434877821 7586684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,467,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,6,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
490,"POLYGON ((1028433.434877821 7596684.861747535, 1028433.434877821 7606684.861747535, 1018433.434877821 7606684.861747535, 1018433.434877821 7596684.861747535, 1028433.434877821 7596684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,468,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,6,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
491,"POLYGON ((1028433.434877821 7606684.861747535, 1028433.434877821 7616684.861747535, 1018433.434877821 7616684.861747535, 1018433.434877821 7606684.861747535, 1028433.434877821 7606684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,469,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,6,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
492,"POLYGON ((1028433.434877821 7616684.861747535, 1028433.434877821 7626684.861747535, 1018433.434877821 7626684.861747535, 1018433.434877821 7616684.861747535, 1028433.434877821 7616684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,470,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,6,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
493,"POLYGON ((1028433.434877821 7626684.861747535, 1028433.434877821 7636684.861747535, 1018433.434877821 7636684.861747535, 1018433.434877821 7626684.861747535, 1028433.434877821 7626684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,471,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,42,86.3,22.6,34.0,94.4,87.6,102.7,82.3,71.3,67.5
494,"POLYGON ((1038433.434877821 7516684.861747535, 1038433.434877821 7526684.861747535, 1028433.434877821 7526684.861747535, 1028433.434877821 7516684.861747535, 1038433.434877821 7516684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,505,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,57,94.2,34.5,24.0,97.5,89.0,106.5,119.5,76.9,73.7
495,"POLYGON ((1038433.434877821 7526684.861747535, 1038433.434877821 7536684.861747535, 1028433.434877821 7536684.861747535, 1028433.434877821 7526684.861747535, 1038433.434877821 7526684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,506,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,57,94.2,34.5,24.0,97.5,89.0,106.5,119.5,76.9,73.7
496,"POLYGON ((1038433.434877821 7536684.861747535, 1038433.434877821 7546684.861747535, 1028433.434877821 7546684.861747535, 1028433.434877821 7536684.861747535, 1038433.434877821 7536684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,507,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,57,94.2,34.5,24.0,97.5,89.0,106.5,119.5,76.9,73.7
497,"POLYGON ((1038433.434877821 7546684.861747535, 1038433.434877821 7556684.861747535, 1028433.434877821 7556684.861747535, 1028433.434877821 7546684.861747535, 1038433.434877821 7546684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,508,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,57,94.2,34.5,24.0,97.5,89.0,106.5,119.5,76.9,73.7
498,"POLYGON ((1038433.434877821 7556684.861747535, 1038433.434877821 7566684.861747535, 1028433.434877821 7566684.861747535, 1028433.434877821 7556684.861747535, 1038433.434877821 7556684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,509,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,60,102.6,47.6,37.0,94.1,114.4,144.4,132.4,102.2,93.3
499,"POLYGON ((1038433.434877821 7566684.861747535, 1038433.434877821 7576684.861747535, 1028433.434877821 7576684.861747535, 1028433.434877821 7566684.861747535, 1038433.434877821 7566684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,510,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,60,102.6,47.6,37.0,94.1,114.4,144.4,132.4,102.2,93.3
500,"POLYGON ((1038433.434877821 7576684.861747535, 1038433.434877821 7586684.861747535, 1028433.434877821 7586684.861747535, 1028433.434877821 7576684.861747535, 1038433.434877821 7576684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,511,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,60,102.6,47.6,37.0,94.1,114.4,144.4,132.4,102.2,93.3
501,"POLYGON ((1038433.434877821 7586684.861747535, 1038433.434877821 7596684.861747535, 1028433.434877821 7596684.861747535, 1028433.434877821 7586684.861747535, 1038433.434877821 7586684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,512,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,6,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
502,"POLYGON ((1038433.434877821 7596684.861747535, 1038433.434877821 7606684.861747535, 1028433.434877821 7606684.861747535, 1028433.434877821 7596684.861747535, 1038433.434877821 7596684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,513,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,6,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
503,"POLYGON ((1038433.434877821 7606684.861747535, 1038433.434877821 7616684.861747535, 1028433.434877821 7616684.861747535, 1028433.434877821 7606684.861747535, 1038433.434877821 7606684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,514,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,6,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
504,"POLYGON ((1038433.434877821 7616684.861747535, 1038433.434877821 7626684.861747535, 1028433.434877821 7626684.861747535, 1028433.434877821 7616684.861747535, 1038433.434877821 7616684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,515,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,42,86.3,22.6,34.0,94.4,87.6,102.7,82.3,71.3,67.5
505,"POLYGON ((1038433.434877821 7626684.861747535, 1038433.434877821 7636684.861747535, 1028433.434877821 7636684.861747535, 1028433.434877821 7626684.861747535, 1038433.434877821 7626684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,516,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,42,86.3,22.6,34.0,94.4,87.6,102.7,82.3,71.3,67.5
506,"POLYGON ((1038433.434877821 7636684.861747535, 1038433.434877821 7646684.861747535, 1028433.434877821 7646684.861747535, 1028433.434877821 7636684.861747535, 1038433.434877821 7636684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,517,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,42,86.3,22.6,34.0,94.4,87.6,102.7,82.3,71.3,67.5
507,"POLYGON ((1048433.434877821 7536684.861747535, 1048433.434877821 7546684.861747535, 1038433.434877821 7546684.861747535, 1038433.434877821 7536684.861747535, 1048433.434877821 7536684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,555,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,57,94.2,34.5,24.0,97.5,89.0,106.5,119.5,76.9,73.7
508,"POLYGON ((1048433.434877821 7546684.861747535, 1048433.434877821 7556684.861747535, 1038433.434877821 7556684.861747535, 1038433.434877821 7546684.861747535, 1048433.434877821 7546684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,556,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,57,94.2,34.5,24.0,97.5,89.0,106.5,119.5,76.9,73.7
509,"POLYGON ((1048433.434877821 7556684.861747535, 1048433.434877821 7566684.861747535, 1038433.434877821 7566684.861747535, 1038433.434877821 7556684.861747535, 1048433.434877821 7556684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,557,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,57,94.2,34.5,24.0,97.5,89.0,106.5,119.5,76.9,73.7
510,"POLYGON ((1048433.434877821 7566684.861747535, 1048433.434877821 7576684.861747535, 1038433.434877821 7576684.861747535, 1038433.434877821 7566684.861747535, 1048433.434877821 7566684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,558,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,60,102.6,47.6,37.0,94.1,114.4,144.4,132.4,102.2,93.3
511,"POLYGON ((1048433.434877821 7576684.861747535, 1048433.434877821 7586684.861747535, 1038433.434877821 7586684.861747535, 1038433.434877821 7576684.861747535, 1048433.434877821 7576684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,559,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,60,102.6,47.6,37.0,94.1,114.4,144.4,132.4,102.2,93.3
512,"POLYGON ((1048433.434877821 7586684.861747535, 1048433.434877821 7596684.861747535, 1038433.434877821 7596684.861747535, 1038433.434877821 7586684.861747535, 1048433.434877821 7586684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,560,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,60,102.6,47.6,37.0,94.1,114.4,144.4,132.4,102.2,93.3
513,"POLYGON ((1048433.434877821 7596684.861747535, 1048433.434877821 7606684.861747535, 1038433.434877821 7606684.861747535, 1038433.434877821 7596684.861747535, 1048433.434877821 7596684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,561,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,60,102.6,47.6,37.0,94.1,114.4,144.4,132.4,102.2,93.3
514,"POLYGON ((1048433.434877821 7606684.861747535, 1048433.434877821 7616684.861747535, 1038433.434877821 7616684.861747535, 1038433.434877821 7606684.861747535, 1048433.434877821 7606684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,562,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,42,86.3,22.6,34.0,94.4,87.6,102.7,82.3,71.3,67.5
515,"POLYGON ((1048433.434877821 7616684.861747535, 1048433.434877821 7626684.861747535, 1038433.434877821 7626684.861747535, 1038433.434877821 7616684.861747535, 1048433.434877821 7616684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,563,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,42,86.3,22.6,34.0,94.4,87.6,102.7,82.3,71.3,67.5
516,"POLYGON ((1048433.434877821 7626684.861747535, 1048433.434877821 7636684.861747535, 1038433.434877821 7636684.861747535, 1038433.434877821 7626684.861747535, 1048433.434877821 7626684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,564,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,42,86.3,22.6,34.0,94.4,87.6,102.7,82.3,71.3,67.5
517,"POLYGON ((1048433.434877821 7636684.861747535, 1048433.434877821 7646684.861747535, 1038433.434877821 7646684.861747535, 1038433.434877821 7636684.861747535, 1048433.434877821 7636684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,565,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,42,86.3,22.6,34.0,94.4,87.6,102.7,82.3,71.3,67.5
518,"POLYGON ((1058433.434877821 7546684.861747535, 1058433.434877821 7556684.861747535, 1048433.434877821 7556684.861747535, 1048433.434877821 7546684.861747535, 1058433.434877821 7546684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,603,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,57,94.2,34.5,24.0,97.5,89.0,106.5,119.5,76.9,73.7
519,"POLYGON ((1058433.434877821 7556684.861747535, 1058433.434877821 7566684.861747535, 1048433.434877821 7566684.861747535, 1048433.434877821 7556684.861747535, 1058433.434877821 7556684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,604,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,57,94.2,34.5,24.0,97.5,89.0,106.5,119.5,76.9,73.7
520,"POLYGON ((1058433.434877821 7566684.861747535, 1058433.434877821 7576684.861747535, 1048433.434877821 7576684.861747535, 1048433.434877821 7566684.861747535, 1058433.434877821 7566684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,605,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,60,102.6,47.6,37.0,94.1,114.4,144.4,132.4,102.2,93.3
521,"POLYGON ((1058433.434877821 7576684.861747535, 1058433.434877821 7586684.861747535, 1048433.434877821 7586684.861747535, 1048433.434877821 7576684.861747535, 1058433.434877821 7576684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,606,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,60,102.6,47.6,37.0,94.1,114.4,144.4,132.4,102.2,93.3
522,"POLYGON ((1058433.434877821 7586684.861747535, 1058433.434877821 7596684.861747535, 1048433.434877821 7596684.861747535, 1048433.434877821 7586684.861747535, 1058433.434877821 7586684.861747535))",-11.45,-9.35,-8.399999999999999,-5.4,-2.1,4.2,2.6,4.4,2.9,-0.6,-4.2,-6.8,9.4,6.95,14.35,15.7,26.5,25.1,24.4,25.1,21.3,17.9,13.0,10.4,3.65,4.35,4.05,3.3,3.2,2.8,4.0,3.2,4.05,607,53.9,72.22500000000001,105.375,171.0666666666667,212.9,184.9333333333333,168.36666666666667,186.0333333333333,148.33333333333334,76.56666666666668,61.96666666666666,41.53333333333333,60,102.6,47.6,37.0,94.1,114.4,144.4,132.4,102.2,93.3
