,geometry,index_right,Unnamed: 0,stationId,x,y,windJanuary,windFebruary,windMarch,windJuly,windAugust,windSeptember,windOctober,windNovember,windDecember
415,"POLYGON ((1018433.434877821 7506684.861747535, 1018433.434877821 7516684.861747535, 1008433.434877821 7516684.861747535, 1008433.434877821 7506684.861747535, 1018433.434877821 7506684.861747535))",18,18,5269,9.0162,55.8528,115.0,39.1,26.3,100.9,97.2,144.8,134.8,105.2,98.3
416,"POLYGON ((1018433.434877821 7516684.861747535, 1018433.434877821 7526684.861747535, 1008433.434877821 7526684.861747535, 1008433.434877821 7516684.861747535, 1018433.434877821 7516684.861747535))",18,18,5269,9.0162,55.8528,115.0,39.1,26.3,100.9,97.2,144.8,134.8,105.2,98.3
417,"POLYGON ((1018433.434877821 7526684.861747535, 1018433.434877821 7536684.861747535, 1008433.434877821 7536684.861747535, 1008433.434877821 7526684.861747535, 1018433.434877821 7526684.861747535))",18,18,5269,9.0162,55.8528,115.0,39.1,26.3,100.9,97.2,144.8,134.8,105.2,98.3
457,"POLYGON ((1028433.434877821 7486684.861747535, 1028433.434877821 7496684.861747535, 1018433.434877821 7496684.861747535, 1018433.434877821 7486684.861747535, 1028433.434877821 7486684.861747535))",18,18,5269,9.0162,55.8528,115.0,39.1,26.3,100.9,97.2,144.8,134.8,105.2,98.3
458,"POLYGON ((1028433.434877821 7496684.861747535, 1028433.434877821 7506684.861747535, 1018433.434877821 7506684.861747535, 1018433.434877821 7496684.861747535, 1028433.434877821 7496684.861747535))",18,18,5269,9.0162,55.8528,115.0,39.1,26.3,100.9,97.2,144.8,134.8,105.2,98.3
459,"POLYGON ((1028433.434877821 7506684.861747535, 1028433.434877821 7516684.861747535, 1018433.434877821 7516684.861747535, 1018433.434877821 7506684.861747535, 1028433.434877821 7506684.861747535))",18,18,5269,9.0162,55.8528,115.0,39.1,26.3,100.9,97.2,144.8,134.8,105.2,98.3
460,"POLYGON ((1028433.434877821 7516684.861747535, 1028433.434877821 7526684.861747535, 1018433.434877821 7526684.861747535, 1018433.434877821 7516684.861747535, 1028433.434877821 7516684.861747535))",18,18,5269,9.0162,55.8528,115.0,39.1,26.3,100.9,97.2,144.8,134.8,105.2,98.3
461,"POLYGON ((1028433.434877821 7526684.861747535, 1028433.434877821 7536684.861747535, 1018433.434877821 7536684.861747535, 1018433.434877821 7526684.861747535, 1028433.434877821 7526684.861747535))",18,18,5269,9.0162,55.8528,115.0,39.1,26.3,100.9,97.2,144.8,134.8,105.2,98.3
308,"POLYGON ((998433.4348778214 7336684.861747535, 998433.4348778214 7346684.861747535, 988433.4348778214 7346684.861747535, 988433.4348778214 7336684.861747535, 998433.4348778214 7336684.861747535))",94,94,6116,9.1229,54.8986,107.1,26.7,51.2,53.7,108.0,180.3,143.3,107.9,83.4
354,"POLYGON ((1008433.434877821 7336684.861747535, 1008433.434877821 7346684.861747535, 998433.4348778214 7346684.861747535, 998433.4348778214 7336684.861747535, 1008433.434877821 7336684.861747535))",94,94,6116,9.1229,54.8986,107.1,26.7,51.2,53.7,108.0,180.3,143.3,107.9,83.4
355,"POLYGON ((1008433.434877821 7346684.861747535, 1008433.434877821 7356684.861747535, 998433.4348778214 7356684.861747535, 998433.4348778214 7346684.861747535, 1008433.434877821 7346684.861747535))",94,94,6116,9.1229,54.8986,107.1,26.7,51.2,53.7,108.0,180.3,143.3,107.9,83.4
356,"POLYGON ((1008433.434877821 7356684.861747535, 1008433.434877821 7366684.861747535, 998433.4348778214 7366684.861747535, 998433.4348778214 7356684.861747535, 1008433.434877821 7356684.861747535))",94,94,6116,9.1229,54.8986,107.1,26.7,51.2,53.7,108.0,180.3,143.3,107.9,83.4
398,"POLYGON ((1018433.434877821 7336684.861747535, 1018433.434877821 7346684.861747535, 1008433.434877821 7346684.861747535, 1008433.434877821 7336684.861747535, 1018433.434877821 7336684.861747535))",94,94,6116,9.1229,54.8986,107.1,26.7,51.2,53.7,108.0,180.3,143.3,107.9,83.4
399,"POLYGON ((1018433.434877821 7346684.861747535, 1018433.434877821 7356684.861747535, 1008433.434877821 7356684.861747535, 1008433.434877821 7346684.861747535, 1018433.434877821 7346684.861747535))",94,94,6116,9.1229,54.8986,107.1,26.7,51.2,53.7,108.0,180.3,143.3,107.9,83.4
400,"POLYGON ((1018433.434877821 7356684.861747535, 1018433.434877821 7366684.861747535, 1008433.434877821 7366684.861747535, 1008433.434877821 7356684.861747535, 1018433.434877821 7356684.861747535))",94,94,6116,9.1229,54.8986,107.1,26.7,51.2,53.7,108.0,180.3,143.3,107.9,83.4
442,"POLYGON ((1028433.434877821 7336684.861747535, 1028433.434877821 7346684.861747535, 1018433.434877821 7346684.861747535, 1018433.434877821 7336684.861747535, 1028433.434877821 7336684.861747535))",94,94,6116,9.1229,54.8986,107.1,26.7,51.2,53.7,108.0,180.3,143.3,107.9,83.4
443,"POLYGON ((1028433.434877821 7346684.861747535, 1028433.434877821 7356684.861747535, 1018433.434877821 7356684.861747535, 1018433.434877821 7346684.861747535, 1028433.434877821 7346684.861747535))",94,94,6116,9.1229,54.8986,107.1,26.7,51.2,53.7,108.0,180.3,143.3,107.9,83.4
444,"POLYGON ((1028433.434877821 7356684.861747535, 1028433.434877821 7366684.861747535, 1018433.434877821 7366684.861747535, 1018433.434877821 7356684.861747535, 1028433.434877821 7356684.861747535))",94,94,6116,9.1229,54.8986,107.1,26.7,51.2,53.7,108.0,180.3,143.3,107.9,83.4
486,"POLYGON ((1038433.434877821 7326684.861747535, 1038433.434877821 7336684.861747535, 1028433.434877821 7336684.861747535, 1028433.434877821 7326684.861747535, 1038433.434877821 7326684.861747535))",94,94,6116,9.1229,54.8986,107.1,26.7,51.2,53.7,108.0,180.3,143.3,107.9,83.4
337,"POLYGON ((998433.4348778214 7626684.861747535, 998433.4348778214 7636684.861747535, 988433.4348778214 7636684.861747535, 988433.4348778214 7626684.861747535, 998433.4348778214 7626684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
380,"POLYGON ((1008433.434877821 7596684.861747535, 1008433.434877821 7606684.861747535, 998433.4348778214 7606684.861747535, 998433.4348778214 7596684.861747535, 1008433.434877821 7596684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
381,"POLYGON ((1008433.434877821 7606684.861747535, 1008433.434877821 7616684.861747535, 998433.4348778214 7616684.861747535, 998433.4348778214 7606684.861747535, 1008433.434877821 7606684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
382,"POLYGON ((1008433.434877821 7616684.861747535, 1008433.434877821 7626684.861747535, 998433.4348778214 7626684.861747535, 998433.4348778214 7616684.861747535, 1008433.434877821 7616684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
383,"POLYGON ((1008433.434877821 7626684.861747535, 1008433.434877821 7636684.861747535, 998433.4348778214 7636684.861747535, 998433.4348778214 7626684.861747535, 1008433.434877821 7626684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
384,"POLYGON ((1008433.434877821 7636684.861747535, 1008433.434877821 7646684.861747535, 998433.4348778214 7646684.861747535, 998433.4348778214 7636684.861747535, 1008433.434877821 7636684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
422,"POLYGON ((1018433.434877821 7576684.861747535, 1018433.434877821 7586684.861747535, 1008433.434877821 7586684.861747535, 1008433.434877821 7576684.861747535, 1018433.434877821 7576684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
423,"POLYGON ((1018433.434877821 7586684.861747535, 1018433.434877821 7596684.861747535, 1008433.434877821 7596684.861747535, 1008433.434877821 7586684.861747535, 1018433.434877821 7586684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
424,"POLYGON ((1018433.434877821 7596684.861747535, 1018433.434877821 7606684.861747535, 1008433.434877821 7606684.861747535, 1008433.434877821 7596684.861747535, 1018433.434877821 7596684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
425,"POLYGON ((1018433.434877821 7606684.861747535, 1018433.434877821 7616684.861747535, 1008433.434877821 7616684.861747535, 1008433.434877821 7606684.861747535, 1018433.434877821 7606684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
426,"POLYGON ((1018433.434877821 7616684.861747535, 1018433.434877821 7626684.861747535, 1008433.434877821 7626684.861747535, 1008433.434877821 7616684.861747535, 1018433.434877821 7616684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
427,"POLYGON ((1018433.434877821 7626684.861747535, 1018433.434877821 7636684.861747535, 1008433.434877821 7636684.861747535, 1008433.434877821 7626684.861747535, 1018433.434877821 7626684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
465,"POLYGON ((1028433.434877821 7566684.861747535, 1028433.434877821 7576684.861747535, 1018433.434877821 7576684.861747535, 1018433.434877821 7566684.861747535, 1028433.434877821 7566684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
466,"POLYGON ((1028433.434877821 7576684.861747535, 1028433.434877821 7586684.861747535, 1018433.434877821 7586684.861747535, 1018433.434877821 7576684.861747535, 1028433.434877821 7576684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
467,"POLYGON ((1028433.434877821 7586684.861747535, 1028433.434877821 7596684.861747535, 1018433.434877821 7596684.861747535, 1018433.434877821 7586684.861747535, 1028433.434877821 7586684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
468,"POLYGON ((1028433.434877821 7596684.861747535, 1028433.434877821 7606684.861747535, 1018433.434877821 7606684.861747535, 1018433.434877821 7596684.861747535, 1028433.434877821 7596684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
469,"POLYGON ((1028433.434877821 7606684.861747535, 1028433.434877821 7616684.861747535, 1018433.434877821 7616684.861747535, 1018433.434877821 7606684.861747535, 1028433.434877821 7606684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
470,"POLYGON ((1028433.434877821 7616684.861747535, 1028433.434877821 7626684.861747535, 1018433.434877821 7626684.861747535, 1018433.434877821 7616684.861747535, 1028433.434877821 7616684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
512,"POLYGON ((1038433.434877821 7586684.861747535, 1038433.434877821 7596684.861747535, 1028433.434877821 7596684.861747535, 1028433.434877821 7586684.861747535, 1038433.434877821 7586684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
513,"POLYGON ((1038433.434877821 7596684.861747535, 1038433.434877821 7606684.861747535, 1028433.434877821 7606684.861747535, 1028433.434877821 7596684.861747535, 1038433.434877821 7596684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
514,"POLYGON ((1038433.434877821 7606684.861747535, 1038433.434877821 7616684.861747535, 1028433.434877821 7616684.861747535, 1028433.434877821 7606684.861747535, 1038433.434877821 7606684.861747535))",6,6,6068,9.1811,56.0939,99.2,30.0,29.6,98.1,116.1,132.7,100.9,73.7,71.5
341,"POLYGON ((998433.4348778214 7666684.861747535, 998433.4348778214 7676684.861747535, 988433.4348778214 7676684.861747535, 988433.4348778214 7666684.861747535, 998433.4348778214 7666684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
342,"POLYGON ((998433.4348778214 7676684.861747535, 998433.4348778214 7686684.861747535, 988433.4348778214 7686684.861747535, 988433.4348778214 7676684.861747535, 998433.4348778214 7676684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
343,"POLYGON ((998433.4348778214 7686684.861747535, 998433.4348778214 7696684.861747535, 988433.4348778214 7696684.861747535, 988433.4348778214 7686684.861747535, 998433.4348778214 7686684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
344,"POLYGON ((998433.4348778214 7696684.861747535, 998433.4348778214 7706684.861747535, 988433.4348778214 7706684.861747535, 988433.4348778214 7696684.861747535, 998433.4348778214 7696684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
345,"POLYGON ((998433.4348778214 7706684.861747535, 998433.4348778214 7716684.861747535, 988433.4348778214 7716684.861747535, 988433.4348778214 7706684.861747535, 998433.4348778214 7706684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
346,"POLYGON ((998433.4348778214 7716684.861747535, 998433.4348778214 7726684.861747535, 988433.4348778214 7726684.861747535, 988433.4348778214 7716684.861747535, 998433.4348778214 7716684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
385,"POLYGON ((1008433.434877821 7646684.861747535, 1008433.434877821 7656684.861747535, 998433.4348778214 7656684.861747535, 998433.4348778214 7646684.861747535, 1008433.434877821 7646684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
386,"POLYGON ((1008433.434877821 7656684.861747535, 1008433.434877821 7666684.861747535, 998433.4348778214 7666684.861747535, 998433.4348778214 7656684.861747535, 1008433.434877821 7656684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
387,"POLYGON ((1008433.434877821 7666684.861747535, 1008433.434877821 7676684.861747535, 998433.4348778214 7676684.861747535, 998433.4348778214 7666684.861747535, 1008433.434877821 7666684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
388,"POLYGON ((1008433.434877821 7676684.861747535, 1008433.434877821 7686684.861747535, 998433.4348778214 7686684.861747535, 998433.4348778214 7676684.861747535, 1008433.434877821 7676684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
389,"POLYGON ((1008433.434877821 7686684.861747535, 1008433.434877821 7696684.861747535, 998433.4348778214 7696684.861747535, 998433.4348778214 7686684.861747535, 1008433.434877821 7686684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
390,"POLYGON ((1008433.434877821 7696684.861747535, 1008433.434877821 7706684.861747535, 998433.4348778214 7706684.861747535, 998433.4348778214 7696684.861747535, 1008433.434877821 7696684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
391,"POLYGON ((1008433.434877821 7706684.861747535, 1008433.434877821 7716684.861747535, 998433.4348778214 7716684.861747535, 998433.4348778214 7706684.861747535, 1008433.434877821 7706684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
392,"POLYGON ((1008433.434877821 7716684.861747535, 1008433.434877821 7726684.861747535, 998433.4348778214 7726684.861747535, 998433.4348778214 7716684.861747535, 1008433.434877821 7716684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
393,"POLYGON ((1008433.434877821 7726684.861747535, 1008433.434877821 7736684.861747535, 998433.4348778214 7736684.861747535, 998433.4348778214 7726684.861747535, 1008433.434877821 7726684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
429,"POLYGON ((1018433.434877821 7646684.861747535, 1018433.434877821 7656684.861747535, 1008433.434877821 7656684.861747535, 1008433.434877821 7646684.861747535, 1018433.434877821 7646684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
430,"POLYGON ((1018433.434877821 7656684.861747535, 1018433.434877821 7666684.861747535, 1008433.434877821 7666684.861747535, 1008433.434877821 7656684.861747535, 1018433.434877821 7656684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
431,"POLYGON ((1018433.434877821 7666684.861747535, 1018433.434877821 7676684.861747535, 1008433.434877821 7676684.861747535, 1008433.434877821 7666684.861747535, 1018433.434877821 7666684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
432,"POLYGON ((1018433.434877821 7676684.861747535, 1018433.434877821 7686684.861747535, 1008433.434877821 7686684.861747535, 1008433.434877821 7676684.861747535, 1018433.434877821 7676684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
433,"POLYGON ((1018433.434877821 7686684.861747535, 1018433.434877821 7696684.861747535, 1008433.434877821 7696684.861747535, 1008433.434877821 7686684.861747535, 1018433.434877821 7686684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
434,"POLYGON ((1018433.434877821 7696684.861747535, 1018433.434877821 7706684.861747535, 1008433.434877821 7706684.861747535, 1008433.434877821 7696684.861747535, 1018433.434877821 7696684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
435,"POLYGON ((1018433.434877821 7706684.861747535, 1018433.434877821 7716684.861747535, 1008433.434877821 7716684.861747535, 1008433.434877821 7706684.861747535, 1018433.434877821 7706684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
436,"POLYGON ((1018433.434877821 7716684.861747535, 1018433.434877821 7726684.861747535, 1008433.434877821 7726684.861747535, 1008433.434877821 7716684.861747535, 1018433.434877821 7716684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
437,"POLYGON ((1018433.434877821 7726684.861747535, 1018433.434877821 7736684.861747535, 1008433.434877821 7736684.861747535, 1008433.434877821 7726684.861747535, 1018433.434877821 7726684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
474,"POLYGON ((1028433.434877821 7656684.861747535, 1028433.434877821 7666684.861747535, 1018433.434877821 7666684.861747535, 1018433.434877821 7656684.861747535, 1028433.434877821 7656684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
475,"POLYGON ((1028433.434877821 7666684.861747535, 1028433.434877821 7676684.861747535, 1018433.434877821 7676684.861747535, 1018433.434877821 7666684.861747535, 1028433.434877821 7666684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
476,"POLYGON ((1028433.434877821 7676684.861747535, 1028433.434877821 7686684.861747535, 1018433.434877821 7686684.861747535, 1018433.434877821 7676684.861747535, 1028433.434877821 7676684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
477,"POLYGON ((1028433.434877821 7686684.861747535, 1028433.434877821 7696684.861747535, 1018433.434877821 7696684.861747535, 1018433.434877821 7686684.861747535, 1028433.434877821 7686684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
478,"POLYGON ((1028433.434877821 7716684.861747535, 1028433.434877821 7726684.861747535, 1018433.434877821 7726684.861747535, 1018433.434877821 7716684.861747535, 1028433.434877821 7716684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
479,"POLYGON ((1028433.434877821 7726684.861747535, 1028433.434877821 7736684.861747535, 1018433.434877821 7736684.861747535, 1018433.434877821 7726684.861747535, 1028433.434877821 7726684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
520,"POLYGON ((1038433.434877821 7666684.861747535, 1038433.434877821 7676684.861747535, 1028433.434877821 7676684.861747535, 1028433.434877821 7666684.861747535, 1038433.434877821 7666684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
521,"POLYGON ((1038433.434877821 7676684.861747535, 1038433.434877821 7686684.861747535, 1028433.434877821 7686684.861747535, 1028433.434877821 7676684.861747535, 1038433.434877821 7676684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
522,"POLYGON ((1038433.434877821 7686684.861747535, 1038433.434877821 7696684.861747535, 1028433.434877821 7696684.861747535, 1028433.434877821 7686684.861747535, 1038433.434877821 7686684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
523,"POLYGON ((1038433.434877821 7696684.861747535, 1038433.434877821 7706684.861747535, 1028433.434877821 7706684.861747535, 1028433.434877821 7696684.861747535, 1038433.434877821 7696684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
524,"POLYGON ((1038433.434877821 7706684.861747535, 1038433.434877821 7716684.861747535, 1028433.434877821 7716684.861747535, 1028433.434877821 7706684.861747535, 1038433.434877821 7706684.861747535))",12,12,5109,9.0945,56.7637,78.0,21.7,30.8,71.2,106.1,94.9,93.3,74.7,61.8
359,"POLYGON ((1008433.434877821 7386684.861747535, 1008433.434877821 7396684.861747535, 998433.4348778214 7396684.861747535, 998433.4348778214 7386684.861747535, 1008433.434877821 7386684.861747535))",30,30,5381,9.2057,55.147,109.4,35.4,53.8,79.1,98.3,141.1,115.5,98.7,96.7
360,"POLYGON ((1008433.434877821 7396684.861747535, 1008433.434877821 7406684.861747535, 998433.4348778214 7406684.861747535, 998433.4348778214 7396684.861747535, 1008433.434877821 7396684.861747535))",30,30,5381,9.2057,55.147,109.4,35.4,53.8,79.1,98.3,141.1,115.5,98.7,96.7
361,"POLYGON ((1008433.434877821 7406684.861747535, 1008433.434877821 7416684.861747535, 998433.4348778214 7416684.861747535, 998433.4348778214 7406684.861747535, 1008433.434877821 7406684.861747535))",30,30,5381,9.2057,55.147,109.4,35.4,53.8,79.1,98.3,141.1,115.5,98.7,96.7
401,"POLYGON ((1018433.434877821 7366684.861747535, 1018433.434877821 7376684.861747535, 1008433.434877821 7376684.861747535, 1008433.434877821 7366684.861747535, 1018433.434877821 7366684.861747535))",30,30,5381,9.2057,55.147,109.4,35.4,53.8,79.1,98.3,141.1,115.5,98.7,96.7
402,"POLYGON ((1018433.434877821 7376684.861747535, 1018433.434877821 7386684.861747535, 1008433.434877821 7386684.861747535, 1008433.434877821 7376684.861747535, 1018433.434877821 7376684.861747535))",30,30,5381,9.2057,55.147,109.4,35.4,53.8,79.1,98.3,141.1,115.5,98.7,96.7
403,"POLYGON ((1018433.434877821 7386684.861747535, 1018433.434877821 7396684.861747535, 1008433.434877821 7396684.861747535, 1008433.434877821 7386684.861747535, 1018433.434877821 7386684.861747535))",30,30,5381,9.2057,55.147,109.4,35.4,53.8,79.1,98.3,141.1,115.5,98.7,96.7
404,"POLYGON ((1018433.434877821 7396684.861747535, 1018433.434877821 7406684.861747535, 1008433.434877821 7406684.861747535, 1008433.434877821 7396684.861747535, 1018433.434877821 7396684.861747535))",30,30,5381,9.2057,55.147,109.4,35.4,53.8,79.1,98.3,141.1,115.5,98.7,96.7
405,"POLYGON ((1018433.434877821 7406684.861747535, 1018433.434877821 7416684.861747535, 1008433.434877821 7416684.861747535, 1008433.434877821 7406684.861747535, 1018433.434877821 7406684.861747535))",30,30,5381,9.2057,55.147,109.4,35.4,53.8,79.1,98.3,141.1,115.5,98.7,96.7
406,"POLYGON ((1018433.434877821 7416684.861747535, 1018433.434877821 7426684.861747535, 1008433.434877821 7426684.861747535, 1008433.434877821 7416684.861747535, 1018433.434877821 7416684.861747535))",30,30,5381,9.2057,55.147,109.4,35.4,53.8,79.1,98.3,141.1,115.5,98.7,96.7
445,"POLYGON ((1028433.434877821 7366684.861747535, 1028433.434877821 7376684.861747535, 1018433.434877821 7376684.861747535, 1018433.434877821 7366684.861747535, 1028433.434877821 7366684.861747535))",30,30,5381,9.2057,55.147,109.4,35.4,53.8,79.1,98.3,141.1,115.5,98.7,96.7
446,"POLYGON ((1028433.434877821 7376684.861747535, 1028433.434877821 7386684.861747535, 1018433.434877821 7386684.861747535, 1018433.434877821 7376684.861747535, 1028433.434877821 7376684.861747535))",30,30,5381,9.2057,55.147,109.4,35.4,53.8,79.1,98.3,141.1,115.5,98.7,96.7
447,"POLYGON ((1028433.434877821 7386684.861747535, 1028433.434877821 7396684.861747535, 1018433.434877821 7396684.861747535, 1018433.434877821 7386684.861747535, 1028433.434877821 7386684.861747535))",30,30,5381,9.2057,55.147,109.4,35.4,53.8,79.1,98.3,141.1,115.5,98.7,96.7
448,"POLYGON ((1028433.434877821 7396684.861747535, 1028433.434877821 7406684.861747535, 1018433.434877821 7406684.861747535, 1018433.434877821 7396684.861747535, 1028433.434877821 7396684.861747535))",30,30,5381,9.2057,55.147,109.4,35.4,53.8,79.1,98.3,141.1,115.5,98.7,96.7
449,"POLYGON ((1028433.434877821 7406684.861747535, 1028433.434877821 7416684.861747535, 1018433.434877821 7416684.861747535, 1018433.434877821 7406684.861747535, 1028433.434877821 7406684.861747535))",30,30,5381,9.2057,55.147,109.4,35.4,53.8,79.1,98.3,141.1,115.5,98.7,96.7
450,"POLYGON ((1028433.434877821 7416684.861747535, 1028433.434877821 7426684.861747535, 1018433.434877821 7426684.861747535, 1018433.434877821 7416684.861747535, 1028433.434877821 7416684.861747535))",30,30,5381,9.2057,55.147,109.4,35.4,53.8,79.1,98.3,141.1,115.5,98.7,96.7
490,"POLYGON ((1038433.434877821 7366684.861747535, 1038433.434877821 7376684.861747535, 1028433.434877821 7376684.861747535, 1028433.434877821 7366684.861747535, 1038433.434877821 7366684.861747535))",30,30,5381,9.2057,55.147,109.4,35.4,53.8,79.1,98.3,141.1,115.5,98.7,96.7
491,"POLYGON ((1038433.434877821 7376684.861747535, 1038433.434877821 7386684.861747535, 1028433.434877821 7386684.861747535, 1028433.434877821 7376684.861747535, 1038433.434877821 7376684.861747535))",30,30,5381,9.2057,55.147,109.4,35.4,53.8,79.1,98.3,141.1,115.5,98.7,96.7
492,"POLYGON ((1038433.434877821 7386684.861747535, 1038433.434877821 7396684.861747535, 1028433.434877821 7396684.861747535, 1028433.434877821 7386684.861747535, 1038433.434877821 7386684.861747535))",30,30,5381,9.2057,55.147,109.4,35.4,53.8,79.1,98.3,141.1,115.5,98.7,96.7
493,"POLYGON ((1038433.434877821 7396684.861747535, 1038433.434877821 7406684.861747535, 1028433.434877821 7406684.861747535, 1028433.434877821 7396684.861747535, 1038433.434877821 7396684.861747535))",30,30,5381,9.2057,55.147,109.4,35.4,53.8,79.1,98.3,141.1,115.5,98.7,96.7
